# listNFWModel[0.0884, 0.34654, 1, 0.00375, "halo_c039_a0884_e00375.txt", {2, -16, 6, 1/16}, 12]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  5.41702219e+0  4.96951602e-26  1.04788571e-2  7.65096055e-12  4.96944463e-26
  5.65685425e+0  3.49155425e-27  1.04788571e-2  6.15344076e-12  3.49150617e-27
  5.90730458e+0  2.17549299e-28  1.04788571e-2  4.94954417e-12  2.17546428e-28
  6.16884330e+0  1.19569716e-29  1.04788571e-2  3.98156233e-12  1.19568204e-29
  6.44196133e+0  5.76497590e-31  1.04788571e-2  3.20316530e-12  5.76490602e-31
  6.72717132e+0  2.42419733e-32  1.04788571e-2  2.57714836e-12  2.42416916e-32
  7.02500864e+0  8.83695195e-34  1.04788571e-2  2.07362750e-12  8.83685356e-34
  7.33603235e+0  2.77494581e-35  1.04788571e-2  1.66859375e-12  2.77491620e-35
  7.66082625e+0  7.45685743e-37  1.04788571e-2  1.34275433e-12  7.45678119e-37
  8.00000000e+0  1.70298704e-38  1.04788571e-2  1.08060344e-12  1.70297035e-38
  8.35419026e+0  3.28165752e-40  1.04788571e-2  8.69676863e-13  3.28162672e-40
  8.72406186e+0  5.29584597e-42  1.04788571e-2  6.99953856e-13  5.29579833e-42
  9.11030908e+0  7.10111857e-44  1.04788571e-2  5.63377020e-13  7.10105737e-44
  9.51365692e+0  7.84703626e-46  1.04788571e-2  4.53466824e-13  7.84697147e-46
  9.93486250e+0  7.08520593e-48  1.04788571e-2  3.65012018e-13  7.08514988e-48
  1.03747164e+1  5.18063491e-50  1.04788571e-2  2.93820956e-13  5.18059565e-50
  1.08340444e+1  3.03907201e-52  1.04788571e-2  2.36521787e-13  3.03904994e-52
  1.13137085e+1  1.41641560e-54  1.04788571e-2  1.90401882e-13  1.41640574e-54
  1.18146092e+1  5.19169058e-57  1.04788571e-2  1.53278779e-13  5.19165597e-57
  1.23376866e+1  1.48073089e-59  1.04788571e-2  1.23396442e-13  1.48072143e-59
  1.28839227e+1  3.24989286e-62  1.04788571e-2  9.93418447e-14  3.24987298e-62
  1.34543426e+1  5.42563157e-65  1.04788571e-2  7.99779065e-14  5.42559977e-65
  1.40500173e+1  6.80706131e-68  1.04788571e-2  6.43895494e-14  6.80702310e-68
  1.46720647e+1  6.33729611e-71  1.04788571e-2  5.18403182e-14  6.33726203e-71
  1.53216525e+1  4.32062903e-74  1.04788571e-2  4.17374810e-14  4.32060677e-74
  1.60000000e+1  2.12764074e-77  1.04788571e-2  3.36039721e-14  2.12763024e-77
  1.67083805e+1  7.45937494e-81  1.04788571e-2  2.70557956e-14  7.45933968e-81
  1.74481237e+1  1.83411654e-84  1.04788571e-2  2.17838616e-14  1.83410823e-84
  1.82206182e+1  3.11350867e-88  1.04788571e-2  1.75393660e-14  3.11349516e-88
  1.90273138e+1  3.58961757e-92  1.04788571e-2  1.41220258e-14  3.58960265e-92
  1.98697250e+1  2.76300792e-96  1.04788571e-2  1.13706124e-14  2.76299693e-96
  2.07494329e+1  1.39470855e-100  1.04788571e-2  9.15533297e-15  1.39470324e-100
  2.16680888e+1  4.53147701e-105  1.04788571e-2  7.37169879e-15  4.53146046e-105
  2.26274170e+1  9.29350450e-110  1.04788571e-2  5.93559202e-15  9.29347200e-110
  2.36292183e+1  1.17884316e-114  1.04788571e-2  4.77928459e-15  1.17883921e-114
  2.46753732e+1  9.05380235e-120  1.04788571e-2  3.84825873e-15  9.05377330e-120
  2.57678453e+1  4.11772308e-125  1.04788571e-2  3.09861684e-15  4.11771043e-125
  2.69086853e+1  1.08357746e-130  1.04788571e-2  2.49501711e-15  1.08357427e-130
  2.81000346e+1  1.61034526e-136  1.04788571e-2  2.00900512e-15  1.61034072e-136
  2.93441294e+1  1.31779540e-142  1.04788571e-2  1.61767133e-15  1.31779184e-142
  3.06433050e+1  5.78328053e-149  1.04788571e-2  1.30257003e-15  5.78326557e-149
  3.20000000e+1  1.32408909e-155  1.04788571e-2  1.04884986e-15  1.32408581e-155
  3.34167610e+1  1.53661758e-162  1.04788571e-2  8.44552958e-16  1.53661394e-162
  3.48962474e+1  8.77112079e-170  1.04788571e-2  6.80051273e-16  8.77110086e-170
  3.64412363e+1  2.38639158e-177  1.04788571e-2  5.47592557e-16  2.38638639e-177
  3.80546277e+1  2.99487172e-185  1.04788571e-2  4.40934860e-16  2.99486548e-185
  3.97394500e+1  1.67527627e-193  1.04788571e-2  3.55052247e-16  1.67527292e-193
  4.14988657e+1  4.03022613e-202  1.04788571e-2  2.85897891e-16  4.03021843e-202
  4.33361775e+1  4.01681991e-211  1.04788571e-2  2.30213308e-16  4.01681256e-211
  4.52548340e+1  1.59515224e-220  1.04788571e-2  1.85374765e-16  1.59514945e-220
  4.72584367e+1  2.42323469e-230  1.04788571e-2  1.49269633e-16  2.42323062e-230
  4.93507464e+1  1.34953998e-240  1.04788571e-2  1.20196801e-16  1.34953781e-240
  5.15356906e+1  2.63559286e-251  1.04788571e-2  9.67865289e-17  2.63558881e-251
  5.38173706e+1  1.72315476e-262  1.04788571e-2  7.79358772e-17  1.72315222e-262
  5.62000691e+1  3.59321061e-274  1.04788571e-2  6.27567440e-17  3.59320553e-274
  5.86882588e+1  2.27185685e-286  1.04788571e-2  5.05340162e-17  2.27185377e-286
  6.12866100e+1  4.13117714e-299  1.04788571e-2  4.06918686e-17  4.13117178e-299
  6.40000000e+1  2.04456078e-312  1.04788571e-2  3.27666296e-17  2.04455824e-312
