# listGammaModel[1, 0.00707, 4., 0.0078, 0.00375, "bulge_g1_a0078_b4_e00375.txt", {2, -18, 6, 1/16}]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  6.06375885e-4  3.20545578e+4  4.87564684e-5  2.45842301e+3  1.80272901e+3
  6.33222439e-4  3.03757350e+4  5.27993502e-5  2.45288986e+3  1.79847979e+3
  6.61257591e-4  2.87726132e+4  5.71612764e-5  2.44688152e+3  1.79386663e+3
  6.90533966e-4  2.72420980e+4  6.18653887e-5  2.44035979e+3  1.78886035e+3
  7.21106517e-4  2.57812258e+4  6.69362564e-5  2.43328361e+3  1.78342975e+3
  7.53032630e-4  2.43871578e+4  7.23999339e-5  2.42560924e+3  1.77754162e+3
  7.86372232e-4  2.30571743e+4  7.82840162e-5  2.41729011e+3  1.77116059e+3
  8.21187906e-4  2.17886694e+4  8.46176932e-5  2.40827671e+3  1.76424918e+3
  8.57545000e-4  2.05791457e+4  9.14317999e-5  2.39851662e+3  1.75676771e+3
  8.95511761e-4  1.94262094e+4  9.87588637e-5  2.38795442e+3  1.74867434e+3
  9.35159454e-4  1.83275654e+4  1.06633147e-4  2.37653175e+3  1.73992506e+3
  9.76562500e-4  1.72810130e+4  1.15090684e-4  2.36418733e+3  1.73047378e+3
  1.01979862e-3  1.62844411e+4  1.24169313e-4  2.35085705e+3  1.72027241e+3
  1.06494896e-3  1.53358241e+4  1.33908697e-4  2.33647418e+3  1.70927101e+3
  1.11209828e-3  1.44332178e+4  1.44350341e-4  2.32096955e+3  1.69741799e+3
  1.16133507e-3  1.35747557e+4  1.55537597e-4  2.30427186e+3  1.68466036e+3
  1.21275177e-3  1.27586450e+4  1.67515657e-4  2.28630807e+3  1.67094406e+3
  1.26644488e-3  1.19831630e+4  1.80331535e-4  2.26700387e+3  1.65621433e+3
  1.32251518e-3  1.12466540e+4  1.94034039e-4  2.24628427e+3  1.64041624e+3
  1.38106793e-3  1.05475256e+4  2.08673721e-4  2.22407430e+3  1.62349522e+3
  1.44221303e-3  9.88424587e+3  2.24302816e-4  2.20029984e+3  1.60539770e+3
  1.50606526e-3  9.25534019e+3  2.40975167e-4  2.17488848e+3  1.58607192e+3
  1.57274446e-3  8.65938851e+3  2.58746121e-4  2.14777072e+3  1.56546872e+3
  1.64237581e-3  8.09502262e+3  2.77672418e-4  2.11888109e+3  1.54354253e+3
  1.71509000e-3  7.56092357e+3  2.97812047e-4  2.08815950e+3  1.52025237e+3
  1.79102352e-3  7.05581931e+3  3.19224094e-4  2.05555266e+3  1.49556298e+3
  1.87031891e-3  6.57848232e+3  3.41968552e-4  2.02101578e+3  1.46944596e+3
  1.95312500e-3  6.12772755e+3  3.66106124e-4  1.98451366e+3  1.44188105e+3
  2.03959723e-3  5.70241037e+3  3.91697986e-4  1.94602311e+3  1.41285731e+3
  2.12989792e-3  5.30142467e+3  4.18805545e-4  1.90553412e+3  1.38237436e+3
  2.22419655e-3  4.92370117e+3  4.47490154e-4  1.86305165e+3  1.35044358e+3
  2.32267015e-3  4.56820576e+3  4.77812819e-4  1.81859716e+3  1.31708916e+3
  2.42550354e-3  4.23393801e+3  5.09833875e-4  1.77221003e+3  1.28234908e+3
  2.53288976e-3  3.91992982e+3  5.43612647e-4  1.72394877e+3  1.24627588e+3
  2.64503037e-3  3.62524414e+3  5.79207081e-4  1.67389201e+3  1.20893719e+3
  2.76213586e-3  3.34897386e+3  6.16673370e-4  1.62213907e+3  1.17041600e+3
  2.88442607e-3  3.09024079e+3  6.56065553e-4  1.56881026e+3  1.13081068e+3
  3.01213052e-3  2.84819471e+3  6.97435107e-4  1.51404668e+3  1.09023453e+3
  3.14548893e-3  2.62201260e+3  7.40830527e-4  1.45800957e+3  1.04881507e+3
  3.28475162e-3  2.41089788e+3  7.86296898e-4  1.40087925e+3  1.00669295e+3
  3.43018000e-3  2.21407978e+3  8.33875465e-4  1.34285329e+3  9.64020443e+2
  3.58204704e-3  2.03081282e+3  8.83603203e-4  1.28414466e+3  9.20959651e+2
  3.74063782e-3  1.86037629e+3  9.35512398e-4  1.22497940e+3  8.77680358e+2
  3.90625000e-3  1.70207386e+3  9.89630227e-4  1.16559181e+3  8.34357659e+2
  4.07919446e-3  1.55523323e+3  1.04597836e-3  1.10622492e+3  7.91169392e+2
  4.25979583e-3  1.41920579e+3  1.10457259e-3  1.04712328e+3  7.48293447e+2
  4.44839310e-3  1.29336636e+3  1.16542247e-3  9.88531154e+2  7.05905050e+2
  4.64534029e-3  1.17711299e+3  1.22853098e-3  9.30688412e+2  6.64174092e+2
  4.85100708e-3  1.06986668e+3  1.29389426e-3  8.73826981e+2  6.23262589e+2
  5.06577951e-3  9.71071243e+2  1.36150134e-3  8.18167601e+2  5.83322353e+2
  5.29006073e-3  8.80193053e+2  1.43133394e-3  7.63916249e+2  5.44492928e+2
  5.52427173e-3  7.96720878e+2  1.50336630e-3  7.11261842e+2  5.06899862e+2
  5.76885213e-3  7.20165662e+2  1.57756508e-3  6.60373646e+2  4.70653335e+2
  6.02426104e-3  6.50060299e+2  1.65388930e-3  6.11399569e+2  4.35847181e+2
  6.29097786e-3  5.85959391e+2  1.73229036e-3  5.64464672e+2  4.02558300e+2
  6.56950324e-3  5.27438972e+2  1.81271204e-3  5.19670526e+2  3.70846458e+2
  6.86036000e-3  4.74096208e+2  1.89509068e-3  4.77095131e+2  3.40754454e+2
  7.16409409e-3  4.25549055e+2  1.97935531e-3  4.36792460e+2  3.12308616e+2
  7.48127563e-3  3.81435887e+2  2.06542790e-3  3.98793943e+2  2.85519590e+2
  7.81250000e-3  3.41415084e+2  2.15322365e-3  3.63109045e+2  2.60383375e+2
  8.15838893e-3  3.05164579e+2  2.24265130e-3  3.29726863e+2  2.36882544e+2
  8.51959166e-3  2.72381376e+2  2.33361358e-3  2.98617881e+2  2.14987618e+2
  8.89678621e-3  2.42781015e+2  2.42600757e-3  2.69735683e+2  1.94658523e+2
  9.29068059e-3  2.16097022e+2  2.51972526e-3  2.43019182e+2  1.75846099e+2
  9.70201416e-3  1.92080308e+2  2.61465402e-3  2.18394715e+2  1.58493608e+2
  1.01315590e-2  1.70498554e+2  2.71067719e-3  1.95778114e+2  1.42538217e+2
  1.05801215e-2  1.51135560e+2  2.80767460e-3  1.75076885e+2  1.27912409e+2
  1.10485435e-2  1.33790579e+2  2.90552325e-3  1.56192202e+2  1.14545317e+2
  1.15377043e-2  1.18277632e+2  3.00409788e-3  1.39020835e+2  1.02363941e+2
  1.20485221e-2  1.04424807e+2  3.10327158e-3  1.23456911e+2  9.12942571e+1
  1.25819557e-2  9.20735579e+1  3.20291648e-3  1.09393528e+2  8.12621969e+1
  1.31390065e-2  8.10779933e+1  3.30290430e-3  9.67240785e+1  7.21944986e+1
  1.37207200e-2  7.13041681e+1  3.40310702e-3  8.53436682e+1  6.40194312e+1
  1.43281882e-2  6.26293818e+1  3.50339746e-3  7.51499783e+1  5.66673968e+1
  1.49625513e-2  5.49414844e+1  3.60364986e-3  6.60442006e+1  5.00714143e+1
  1.56250000e-2  4.81381971e+1  3.70374042e-3  5.79317276e+1  4.41674968e+1
  1.63167779e-2  4.21264475e+1  3.80354785e-3  5.07226605e+1  3.88949290e+1
  1.70391833e-2  3.68217254e+1  3.90295384e-3  4.43321634e+1  3.41964569e+1
  1.77935724e-2  3.21474606e+1  4.00184355e-3  3.86808071e+1  3.00183997e+1
  1.85813612e-2  2.80344239e+1  4.10010597e-3  3.36944857e+1  2.63106940e+1
  1.94040283e-2  2.44201553e+1  4.19763434e-3  2.93046392e+1  2.30268814e+1
  2.02631180e-2  2.12484181e+1  4.29432647e-3  2.54480930e+1  2.01240488e+1
  2.11602429e-2  1.84686824e+1  4.39008502e-3  2.20669386e+1  1.75627297e+1
  2.20970869e-2  1.60356370e+1  4.48481775e-3  1.91083532e+1  1.53067759e+1
  2.30754085e-2  1.39087304e+1  4.57843774e-3  1.65243458e+1  1.33232060e+1
  2.40970441e-2  1.20517409e+1  4.67086351e-3  1.42715276e+1  1.15820368e+1
  2.51639114e-2  1.04323761e+1  4.76201920e-3  1.23108022e+1  1.00561052e+1
  2.62780130e-2  9.02189981e+0  4.85183457e-3  1.06070804e+1  8.72088265e+0
  2.74414400e-2  7.79478729e+0  4.94024510e-3  9.12897907e+0  7.55428813e+0
  2.86563764e-2  6.72840662e+0  5.02719197e-3  7.84852237e+0  6.53650243e+0
  2.99251025e-2  5.80272589e+0  5.11262202e-3  6.74085021e+0  5.64978608e+0
  3.12500000e-2  5.00004468e+0  5.19648772e-3  5.78393667e+0  4.87830332e+0
  3.26335557e-2  4.30474871e+0  5.27874704e-3  4.95832120e+0  4.20795364e+0
  3.40783666e-2  3.70308631e+0  5.35936337e-3  4.24685522e+0  3.62621194e+0
  3.55871448e-2  3.18296536e+0  5.43830534e-3  3.63446541e+0  3.12197820e+0
  3.71627223e-2  2.73376941e+0  5.51554669e-3  3.10793306e+0  2.68543696e+0
  3.88080566e-2  2.34619159e+0  5.59106611e-3  2.65569369e+0  2.30792695e+0
  4.05262361e-2  2.01208493e+0  5.66484698e-3  2.26764766e+0  1.98182075e+0
  4.23204858e-2  1.72432795e+0  5.73687723e-3  1.93499547e+0  1.70041424e+0
  4.41941738e-2  1.47670417e+0  5.80714910e-3  1.65008302e+0  1.45782575e+0
  4.61508171e-2  1.26379433e+0  5.87565890e-3  1.40626469e+0  1.24890422e+0
  4.81940883e-2  1.08088032e+0  5.94240683e-3  1.19777985e+0  1.06914603e+0
  5.03278229e-2  9.23859663e-1  6.00739669e-3  1.01964301e+0  9.14620012e-1
  5.25560260e-2  7.89169506e-1  6.07063568e-3  8.67545663e-1  7.81899980e-1
  5.48828800e-2  6.73719340e-1  6.13213417e-3  7.37769737e-1  6.68004282e-1
  5.73127527e-2  5.74831445e-1  6.19190545e-3  6.27110711e-1  5.70341812e-1
  5.98502050e-2  4.90188340e-1  6.24996553e-3  5.32810165e-1  4.86663916e-1
  6.25000000e-2  4.17786479e-1  6.30633287e-3  4.52496404e-1  4.15021680e-1
  6.52671114e-2  3.55895527e-1  6.36102822e-3  3.84132474e-1  3.53728082e-1
  6.81567333e-2  3.03022608e-1  6.41407436e-3  3.25970709e-1  3.01324553e-1
  7.11742897e-2  2.57880979e-1  6.46549591e-3  2.76513071e-1  2.56551488e-1
  7.43254447e-2  2.19362603e-1  6.51531916e-3  2.34476809e-1  2.18322305e-1
  7.76161133e-2  1.86514205e-1  6.56357184e-3  1.98764196e-1  1.85700664e-1
  8.10524722e-2  1.58516373e-1  6.61028295e-3  1.68436879e-1  1.57880516e-1
  8.46409717e-2  1.34665356e-1  6.65548263e-3  1.42693172e-1  1.34168642e-1
  8.83883476e-2  1.14357237e-1  6.69920192e-3  1.20848736e-1  1.13969419e-1
  9.23016341e-2  9.70741784e-2  6.74147269e-3  1.02319759e-1  9.67715320e-2
  9.63881766e-2  8.23724881e-2  6.78232743e-3  8.66085303e-2  8.21364215e-2
  1.00655646e-1  6.98722857e-2  6.82179916e-3  7.32909851e-2  6.96882367e-2
  1.05112052e-1  5.92485541e-2  6.85992128e-3  6.20060262e-2  5.91051239e-2
  1.09765760e-1  5.02234052e-2  6.89672746e-3  5.24463343e-2  5.01116772e-2
  1.14625505e-1  4.25594031e-2  6.93225154e-3  4.43504994e-2  4.24724057e-2
  1.19700410e-1  3.60538032e-2  6.96652739e-3  3.74962667e-2  3.59860891e-2
  1.25000000e-1  3.05335894e-2  6.99958889e-3  3.16947538e-2  3.04809044e-2
  1.30534223e-1  2.58512016e-2  7.03146978e-3  2.67855434e-2  2.58102248e-2
  1.36313467e-1  2.18808615e-2  7.06220363e-3  2.26323911e-2  2.18490022e-2
  1.42348579e-1  1.85154155e-2  7.09182371e-3  1.91196816e-2  1.84906533e-2
  1.48650889e-1  1.56636247e-2  7.12036302e-3  1.61493198e-2  1.56443849e-2
  1.55232227e-1  1.32478404e-2  7.14785413e-3  1.36381091e-2  1.32328960e-2
  1.62104944e-1  1.12020117e-2  7.17432921e-3  1.15155112e-2  1.11904072e-2
  1.69281943e-1  9.46997914e-3  7.19981994e-3  9.72174295e-3  9.46097069e-3
  1.76776695e-1  8.00401538e-3  7.22435750e-3  8.20615237e-3  7.99702414e-3
  1.84603268e-1  6.76357606e-3  7.24797251e-3  6.92583033e-3  6.75815176e-3
  1.92776353e-1  5.71423327e-3  7.27069503e-3  5.84444817e-3  5.71002577e-3
  2.01311291e-1  4.82676436e-3  7.29255448e-3  4.93124750e-3  4.82350151e-3
  2.10224104e-1  4.07637446e-3  7.31357969e-3  4.16019588e-3  4.07384476e-3
  2.19531520e-1  3.44203330e-3  7.33379885e-3  3.50926878e-3  3.44007245e-3
  2.29251011e-1  2.90590989e-3  7.35323948e-3  2.95983395e-3  2.90439030e-3
  2.39400820e-1  2.45289096e-3  7.37192843e-3  2.49613384e-3  2.45171358e-3
  2.50000000e-1  2.07017094e-3  7.38989189e-3  2.10484454e-3  2.06925888e-3
  2.61068446e-1  1.74690289e-3  7.40715538e-3  1.77470289e-3  1.74619649e-3
  2.72626933e-1  1.47390176e-3  7.42374371e-3  1.49618892e-3  1.47335475e-3
  2.84697159e-1  1.24339197e-3  7.43968104e-3  1.26125833e-3  1.24296846e-3
  2.97301779e-1  1.04879294e-3  7.45499083e-3  1.06311458e-3  1.04846510e-3
  3.10464453e-1  8.84536919e-4  7.46969587e-3  8.96016599e-4  8.84283186e-4
  3.24209889e-1  7.45914306e-4  7.48381829e-3  7.55115692e-4  7.45717954e-4
  3.38563887e-1  6.28942339e-4  7.49737953e-3  6.36317371e-4  6.28790414e-4
  3.53553391e-1  5.30253721e-4  7.51040040e-3  5.36164824e-4  5.30136188e-4
  3.69206536e-1  4.47002152e-4  7.52290105e-3  4.51739883e-4  4.46911237e-4
  3.85552706e-1  3.76782233e-4  7.53490099e-3  3.80579510e-4  3.76711918e-4
  4.02622583e-1  3.17561594e-4  7.54641911e-3  3.20605083e-4  3.17507217e-4
  4.20448208e-1  2.67623383e-4  7.55747366e-3  2.70062793e-4  2.67581337e-4
  4.39063040e-1  2.25517560e-4  7.56808232e-3  2.27472813e-4  2.25485053e-4
  4.58502022e-1  1.90019658e-4  7.57826216e-3  1.91586903e-4  1.89994528e-4
  4.78801640e-1  1.60095869e-4  7.58802968e-3  1.61352151e-4  1.60076445e-4
  5.00000000e-1  1.34873508e-4  7.59740079e-3  1.35880553e-4  1.34858495e-4
  5.22136891e-1  1.13616016e-4  7.60639088e-3  1.14423309e-4  1.13604413e-4
  5.45253866e-1  9.57018262e-5  7.61501478e-3  9.63490121e-5  9.56928602e-5
  5.69394317e-1  8.06064862e-5  7.62328682e-3  8.11253478e-5  8.05995584e-5
  5.94603558e-1  6.78875489e-5  7.63122078e-3  6.83035523e-5  6.78821964e-5
  6.20928906e-1  5.71718004e-5  7.63882999e-3  5.75053558e-5  5.71676653e-5
  6.48419777e-1  4.81444674e-5  7.64612726e-3  4.84119323e-5  4.81412731e-5
  6.77127773e-1  4.05400996e-5  7.65312496e-3  4.07545824e-5  4.05376322e-5
  7.07106781e-1  3.41348679e-5  7.65983499e-3  3.43068768e-5  3.41329621e-5
  7.38413073e-1  2.87400600e-5  7.66626881e-3  2.88780114e-5  2.87385882e-5
  7.71105413e-1  2.41965887e-5  7.67243745e-3  2.43072351e-5  2.41954520e-5
  8.05245166e-1  2.03703550e-5  7.67835155e-3  2.04591057e-5  2.03694772e-5
  8.40896415e-1  1.71483347e-5  7.68402132e-3  1.72195295e-5  1.71476569e-5
  8.78126080e-1  1.44352758e-5  7.68945660e-3  1.44923910e-5  1.44347525e-5
  9.17004043e-1  1.21509111e-5  7.69466685e-3  1.21967347e-5  1.21505070e-5
  9.57603281e-1  1.02276071e-5  7.69966117e-3  1.02643743e-5  1.02272951e-5
  1.00000000e+0  8.60838004e-6  7.70444830e-3  8.63788267e-6  8.60813921e-6
  1.04427378e+0  7.24522341e-6  7.70903666e-3  7.26889835e-6  7.24503749e-6
  1.09050773e+0  6.09769638e-6  7.71343433e-3  6.11669650e-6  6.09755287e-6
  1.13878863e+0  5.13173426e-6  7.71764908e-3  5.14698357e-6  5.13162348e-6
  1.18920712e+0  4.31864519e-6  7.72168838e-3  4.33088510e-6  4.31855969e-6
  1.24185781e+0  3.63426443e-6  7.72555940e-3  3.64408964e-6  3.63419844e-6
  1.29683955e+0  3.05824135e-6  7.72926903e-3  3.06612880e-6  3.05819042e-6
  1.35425555e+0  2.57343854e-6  7.73282389e-3  2.57977084e-6  2.57339923e-6
  1.41421356e+0  2.16542532e-6  7.73623034e-3  2.17050952e-6  2.16539498e-6
  1.47682615e+0  1.82205094e-6  7.73949447e-3  1.82613333e-6  1.82202753e-6
  1.54221083e+0  1.53308496e-6  7.74262215e-3  1.53636311e-6  1.53306689e-6
