# listGammaModel[1, 0.00707, 4., 0.0078, 0.00375, "bulge_g1_a0078_b4_e00375.txt", {2, -18, 6, 1/16}]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  1.61049033e+0  1.28991420e-6  7.74561900e-3  1.29254681e-6  1.28990025e-6
  1.68179283e+0  1.08528744e-6  7.74849043e-3  1.08740177e-6  1.08527669e-6
  1.75625216e+0  9.13100415e-7  7.75124162e-3  9.14798595e-7  9.13092114e-7
  1.83400809e+0  7.68214563e-7  7.75387754e-3  7.69578620e-7  7.68208158e-7
  1.91520656e+0  6.46304494e-7  7.75640296e-3  6.47400199e-7  6.46299552e-7
  2.00000000e+0  5.43729447e-7  7.75882247e-3  5.44609684e-7  5.43725634e-7
  2.08854756e+0  4.57425054e-7  7.76114047e-3  4.58132235e-7  4.57422112e-7
  2.18101547e+0  3.84812188e-7  7.76336116e-3  3.85380357e-7  3.84809919e-7
  2.27757727e+0  3.23720210e-7  7.76548860e-3  3.24176738e-7  3.23718459e-7
  2.37841423e+0  2.72322336e-7  7.76752666e-3  2.72689173e-7  2.72320985e-7
  2.48371562e+0  2.29081220e-7  7.76947906e-3  2.29376011e-7  2.29080178e-7
  2.59367911e+0  1.92703139e-7  7.77134938e-3  1.92940038e-7  1.92702335e-7
  2.70851109e+0  1.62099420e-7  7.77314103e-3  1.62289819e-7  1.62098800e-7
  2.82842712e+0  1.36353968e-7  7.77485731e-3  1.36506999e-7  1.36353490e-7
  2.95365229e+0  1.14695933e-7  7.77650136e-3  1.14818932e-7  1.14695564e-7
  3.08442165e+0  9.64766981e-8  7.77807619e-3  9.65755686e-8  9.64764134e-8
  3.22098066e+0  8.11505119e-8  7.77958470e-3  8.12299883e-8  8.11502923e-8
  3.36358566e+0  6.82581874e-8  7.78102967e-3  6.83220767e-8  6.82580180e-8
  3.51250432e+0  5.74133806e-8  7.78241375e-3  5.74647437e-8  5.74132500e-8
  3.66801617e+0  4.82910431e-8  7.78373950e-3  4.83323346e-8  4.82909423e-8
  3.83041312e+0  4.06177027e-8  7.78500936e-3  4.06509010e-8  4.06176249e-8
  4.00000000e+0  3.41632854e-8  7.78622567e-3  3.41899126e-8  3.41632254e-8
  4.17709513e+0  2.86798540e-8  7.78738996e-3  2.87012370e-8  2.86798069e-8
  4.36203093e+0  2.39825948e-8  7.78850088e-3  2.39998111e-8  2.39825578e-8
  4.55515454e+0  1.99729470e-8  7.78955667e-3  1.99868105e-8  1.99729181e-8
  4.75682846e+0  1.65628995e-8  7.79055587e-3  1.65740633e-8  1.65628770e-8
  4.96743125e+0  1.36740396e-8  7.79149741e-3  1.36830292e-8  1.36740222e-8
  5.18735822e+0  1.12366781e-8  7.79238059e-3  1.12439163e-8  1.12366647e-8
  5.41702219e+0  9.18904295e-9  7.79320511e-3  9.19486899e-9  9.18903260e-9
  5.65685425e+0  7.47653709e-9  7.79397106e-3  7.48122832e-9  7.47652917e-9
  5.90730458e+0  6.05105466e-9  7.79467891e-3  6.05483063e-9  6.05104863e-9
  6.16884330e+0  4.87035055e-9  7.79532955e-3  4.87338952e-9  4.87034598e-9
  6.44196133e+0  3.89745945e-9  7.79592424e-3  3.89990485e-9  3.89745601e-9
  6.72717132e+0  3.10016066e-9  7.79646459e-3  3.10212818e-9  3.10015809e-9
  7.02500864e+0  2.45048510e-9  7.79695255e-3  2.45206788e-9  2.45048318e-9
  7.33603235e+0  1.92426163e-9  7.79739038e-3  1.92553474e-9  1.92426021e-9
  7.66082625e+0  1.50070016e-9  7.79778060e-3  1.50172405e-9  1.50069912e-9
  8.00000000e+0  1.16200891e-9  7.79812595e-3  1.16283226e-9  1.16200814e-9
  8.35419026e+0  8.93043928e-10  7.79842938e-3  8.93706009e-10  8.93043373e-10
  8.72406186e+0  6.80988908e-10  7.79869392e-3  6.81521153e-10  6.80988509e-10
  9.11030908e+0  5.15063466e-10  7.79892275e-3  5.15491340e-10  5.15063181e-10
  9.51365692e+0  3.86258392e-10  7.79911902e-3  3.86602347e-10  3.86258190e-10
  9.93486250e+0  2.87096313e-10  7.79928593e-3  2.87372796e-10  2.87096171e-10
  1.03747164e+1  2.11416354e-10  7.79942657e-3  2.11638558e-10  2.11416254e-10
  1.08340444e+1  1.54181408e-10  7.79954396e-3  1.54360054e-10  1.54181340e-10
  1.13137085e+1  1.11306667e-10  7.79964098e-3  1.11450271e-10  1.11306620e-10
  1.18146092e+1  7.95080489e-11  7.79972033e-3  7.96234901e-11  7.95080173e-11
  1.23376866e+1  5.61691867e-11  7.79978455e-3  5.62619940e-11  5.61691655e-11
  1.28839227e+1  3.92256053e-11  7.79983592e-3  3.93002237e-11  3.92255913e-11
  1.34543426e+1  2.70647236e-11  7.79987654e-3  2.71247241e-11  2.70647144e-11
  1.40500173e+1  1.84403039e-11  7.79990827e-3  1.84885530e-11  1.84402980e-11
  1.46720647e+1  1.23999785e-11  7.79993273e-3  1.24387851e-11  1.23999748e-11
  1.53216525e+1  8.22449614e-12  7.79995135e-3  8.25571051e-12  8.22449377e-12
  1.60000000e+1  5.37735991e-12  7.79996531e-3  5.40247071e-12  5.37735844e-12
  1.67083805e+1  3.46357490e-12  7.79997563e-3  3.48377805e-12  3.46357400e-12
  1.74481237e+1  2.19628030e-12  7.79998315e-3  2.21253674e-12  2.19627976e-12
  1.82206182e+1  1.37011787e-12  7.79998854e-3  1.38319996e-12  1.37011755e-12
  1.90273138e+1  8.40274230e-13  7.79999233e-3  8.50802843e-13  8.40274042e-13
  1.98697250e+1  5.06231502e-13  7.79999496e-3  5.14705772e-13  5.06231395e-13
  2.07494329e+1  2.99364186e-13  7.79999675e-3  3.06185505e-13  2.99364126e-13
  2.16680888e+1  1.73626277e-13  7.79999795e-3  1.79117422e-13  1.73626243e-13
  2.26274170e+1  9.86785008e-14  7.79999873e-3  1.03099112e-13  9.86784828e-14
  2.36292183e+1  5.49074315e-14  7.79999923e-3  5.84663791e-14  5.49074219e-14
  2.46753732e+1  2.98836716e-14  7.79999954e-3  3.27490231e-14  2.98836667e-14
  2.57678453e+1  1.58929948e-14  7.79999973e-3  1.81999958e-14  1.58929923e-14
  2.69086853e+1  8.25091998e-15  7.79999985e-3  1.01084181e-14  8.25091874e-15
  2.81000346e+1  4.17695773e-15  7.79999992e-3  5.67256483e-15  4.17695714e-15
  2.93441294e+1  2.05965533e-15  7.79999996e-3  3.26389607e-15  2.05965505e-15
  3.06433050e+1  9.88098033e-16  7.79999998e-3  1.95774658e-15  9.88097905e-16
  3.20000000e+1  4.60625941e-16  7.79999999e-3  1.24138928e-15  4.60625884e-16
  3.34167610e+1  2.08395386e-16  7.79999999e-3  8.37072547e-16  2.08395361e-16
  3.48962474e+1  9.13783292e-17  7.80000000e-3  5.97597396e-16  9.13783190e-17
  3.64412363e+1  3.87804007e-17  7.80000000e-3  4.46396530e-16  3.87803966e-17
  3.80546277e+1  1.59062304e-17  7.80000000e-3  3.44126920e-16  1.59062288e-17
  3.97394500e+1  6.29581943e-18  7.80000000e-3  2.70586567e-16  6.29581882e-18
  4.14988657e+1  2.40094585e-18  7.80000000e-3  2.15214452e-16  2.40094562e-18
  4.33361775e+1  8.80729073e-19  7.80000000e-3  1.72243893e-16  8.80728995e-19
  4.52548340e+1  3.10231050e-19  7.80000000e-3  1.38296760e-16  3.10231024e-19
  4.72584367e+1  1.04744489e-19  7.80000000e-3  1.11215662e-16  1.04744481e-19
  4.93507464e+1  3.38349538e-20  7.80000000e-3  8.95038509e-17  3.38349512e-20
  5.15356906e+1  1.04360923e-20  7.80000000e-3  7.20546254e-17  1.04360915e-20
  5.38173706e+1  3.06732593e-21  7.80000000e-3  5.80154897e-17  3.06732571e-21
  5.62000691e+1  8.57243273e-22  7.80000000e-3  4.67144834e-17  8.57243216e-22
  5.86882588e+1  2.27301224e-22  7.80000000e-3  3.76157109e-17  2.27301210e-22
  6.12866100e+1  5.70481405e-23  7.80000000e-3  3.02894215e-17  5.70481370e-23
  6.40000000e+1  1.35196970e-23  7.80000000e-3  2.43901413e-17  1.35196962e-23
