# listGammaModel[1, 0.02, 4., 0.03125, 0.00375, "bulge_g1_a02_b4_e00375.txt", {2, -18, 6, 1/16}]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  1.47682615e+0  2.01844696e-5  3.05722000e-2  2.02031865e-5  2.01842119e-5
  1.54221083e+0  1.70019259e-5  3.06068670e-2  1.70169077e-5  1.70017268e-5
  1.61049033e+0  1.43201639e-5  3.06401196e-2  1.43321579e-5  1.43200101e-5
  1.68179283e+0  1.20605810e-5  3.06720132e-2  1.20701839e-5  1.20604621e-5
  1.75625216e+0  1.01568740e-5  3.07026013e-2  1.01645630e-5  1.01567822e-5
  1.83400809e+0  8.55312221e-6  3.07319355e-2  8.55927970e-6  8.55305127e-6
  1.91520656e+0  7.20216706e-6  3.07600654e-2  7.20709811e-6  7.20211227e-6
  2.00000000e+0  6.06424434e-6  3.07870389e-2  6.06819399e-6  6.06420202e-6
  2.08854756e+0  5.10582844e-6  3.08129021e-2  5.10899229e-6  5.10579576e-6
  2.18101547e+0  4.29865675e-6  3.08376994e-2  4.30119122e-6  4.29863151e-6
  2.27757727e+0  3.61890596e-6  3.08614734e-2  3.62093668e-6  3.61888647e-6
  2.37841423e+0  3.04649679e-6  3.08842652e-2  3.04812404e-6  3.04648173e-6
  2.48371562e+0  2.56450723e-6  3.09061144e-2  2.56581124e-6  2.56449561e-6
  2.59367911e+0  2.15867743e-6  3.09270590e-2  2.15972252e-6  2.15866846e-6
  2.70851109e+0  1.81699196e-6  3.09471356e-2  1.81782972e-6  1.81698503e-6
  2.82842712e+0  1.52932738e-6  3.09663793e-2  1.52999897e-6  1.52932203e-6
  2.95365229e+0  1.28715507e-6  3.09848240e-2  1.28769357e-6  1.28715094e-6
  3.08442165e+0  1.08329052e-6  3.10025022e-2  1.08372234e-6  1.08328733e-6
  3.22098066e+0  9.11681953e-7  3.10194450e-2  9.12028115e-7  9.11679493e-7
  3.36358566e+0  7.67232119e-7  3.10356826e-2  7.67509708e-7  7.67230220e-7
  3.51250432e+0  6.45648020e-7  3.10512437e-2  6.45870649e-7  6.45646554e-7
  3.66801617e+0  5.43314259e-7  3.10661560e-2  5.43492809e-7  5.43313128e-7
  3.83041312e+0  4.57186284e-7  3.10804461e-2  4.57329508e-7  4.57185411e-7
  4.00000000e+0  3.84700406e-7  3.10941397e-2  3.84814559e-7  3.84699733e-7
  4.17709513e+0  3.23091223e-7  3.11072530e-2  3.23182502e-7  3.23090692e-7
  4.36203093e+0  2.70294868e-7  3.11197708e-2  2.70368353e-7  2.70294452e-7
  4.55515454e+0  2.25209004e-7  3.11316727e-2  2.25268185e-7  2.25208678e-7
  4.75682846e+0  1.86849043e-7  3.11429421e-2  1.86896706e-7  1.86848789e-7
  4.96743125e+0  1.54337548e-7  3.11535664e-2  1.54375931e-7  1.54337351e-7
  5.18735822e+0  1.26894472e-7  3.11635374e-2  1.26925375e-7  1.26894320e-7
  5.41702219e+0  1.03828177e-7  3.11728511e-2  1.03853036e-7  1.03828060e-7
  5.65685425e+0  8.45271558e-8  3.11815081e-2  8.45471736e-8  8.45270665e-8
  5.90730458e+0  6.84524131e-8  3.11895132e-2  6.84685155e-8  6.84523450e-8
  6.16884330e+0  5.51304358e-8  3.11968759e-2  5.51433852e-8  5.51303843e-8
  6.44196133e+0  4.41467197e-8  3.12036096e-2  4.41571286e-8  4.41466808e-8
  6.72717132e+0  3.51398019e-8  3.12097323e-2  3.51481659e-8  3.51397728e-8
  7.02500864e+0  2.77957664e-8  3.12152652e-2  2.78024846e-8  2.77957447e-8
  7.33603235e+0  2.18431858e-8  3.12202332e-2  2.18485800e-8  2.18431697e-8
  7.66082625e+0  1.70484720e-8  3.12246645e-2  1.70528016e-8  1.70484601e-8
  8.00000000e+0  1.32116085e-8  3.12285894e-2  1.32150824e-8  1.32115999e-8
  8.35419026e+0  1.01622407e-8  3.12320406e-2  1.01650279e-8  1.01622344e-8
  8.72406186e+0  7.75610190e-9  3.12350523e-2  7.75833636e-9  7.75609736e-9
  9.11030908e+0  5.87175807e-9  3.12376597e-2  5.87354942e-9  5.87175483e-9
  9.51365692e+0  4.40765059e-9  3.12398983e-2  4.40908651e-9  4.40764829e-9
  9.93486250e+0  3.27942230e-9  3.12418038e-2  3.28057315e-9  3.27942068e-9
  1.03747164e+1  2.41751017e-9  3.12434111e-2  2.41843205e-9  2.41750904e-9
  1.08340444e+1  1.76498943e-9  3.12447541e-2  1.76572860e-9  1.76498865e-9
  1.13137085e+1  1.27565406e-9  3.12458654e-2  1.27624647e-9  1.27565352e-9
  1.18146092e+1  9.12318910e-10  3.12467754e-2  9.12793754e-10  9.12318549e-10
  1.23376866e+1  6.45328363e-10  3.12475126e-2  6.45709028e-10  6.45328121e-10
  1.28839227e+1  4.51256560e-10  3.12481032e-2  4.51561802e-10  4.51256400e-10
  1.34543426e+1  3.11784140e-10  3.12485709e-2  3.12028968e-10  3.11784035e-10
  1.40500173e+1  2.12736229e-10  3.12489366e-2  2.12932630e-10  2.12736161e-10
  1.46720647e+1  1.43266568e-10  3.12492191e-2  1.43424200e-10  1.43266525e-10
  1.53216525e+1  9.51727391e-11  3.12494343e-2  9.52992818e-11  9.51727117e-11
  1.60000000e+1  6.23277992e-11  3.12495960e-2  6.24294200e-11  6.23277822e-11
  1.67083805e+1  4.02140765e-11  3.12497157e-2  4.02957108e-11  4.02140661e-11
  1.74481237e+1  2.55455295e-11  3.12498031e-2  2.56111281e-11  2.55455233e-11
  1.82206182e+1  1.59658834e-11  3.12498658e-2  1.60186114e-11  1.59658797e-11
  1.90273138e+1  9.81069364e-12  3.12499101e-2  9.85308794e-12  9.81069146e-12
  1.98697250e+1  5.92255137e-12  3.12499408e-2  5.95664528e-12  5.92255011e-12
  2.07494329e+1  3.50977693e-12  3.12499617e-2  3.53720182e-12  3.50977623e-12
  2.16680888e+1  2.04012069e-12  3.12499757e-2  2.06218515e-12  2.04012030e-12
  2.26274170e+1  1.16216080e-12  3.12499849e-2  1.17991546e-12  1.16216059e-12
  2.36292183e+1  6.48220106e-13  3.12499908e-2  6.62508632e-13  6.48219994e-13
  2.46753732e+1  3.53687246e-13  3.12499945e-2  3.65187600e-13  3.53687188e-13
  2.57678453e+1  1.88596531e-13  3.12499968e-2  1.97853604e-13  1.88596501e-13
  2.69086853e+1  9.81800910e-14  3.12499982e-2  1.05631988e-13  9.81800764e-14
  2.81000346e+1  4.98456262e-14  3.12499990e-2  5.58447027e-14  4.98456191e-14
  2.93441294e+1  2.46525931e-14  3.12499995e-2  2.94823027e-14  2.46525898e-14
  3.06433050e+1  1.18638809e-14  3.12499997e-2  1.57522961e-14  1.18638793e-14
  3.20000000e+1  5.54873488e-15  3.12499999e-2  8.67939365e-15  5.54873420e-15
  3.34167610e+1  2.51892559e-15  3.12499999e-2  5.03954919e-15  2.51892530e-15
  3.48962474e+1  1.10845408e-15  3.12500000e-2  3.13794687e-15  1.10845396e-15
  3.64412363e+1  4.72174519e-16  3.12500000e-2  2.10625268e-15  4.72174468e-16
  3.80546277e+1  1.94421736e-16  3.12500000e-2  1.51014044e-15  1.94421716e-16
  3.97394500e+1  7.72666012e-17  3.12500000e-2  1.13665997e-15  7.72665937e-17
  4.14988657e+1  2.95911550e-17  3.12500000e-2  8.82602671e-16  2.95911523e-17
  4.33361775e+1  1.09029333e-17  3.12500000e-2  6.97742831e-16  1.09029324e-17
  4.52548340e+1  3.85827190e-18  3.12500000e-2  5.56901078e-16  3.85827158e-18
  4.72584367e+1  1.30898337e-18  3.12500000e-2  4.46620878e-16  1.30898327e-18
  4.93507464e+1  4.24968445e-19  3.12500000e-2  3.58993283e-16  4.24968413e-19
  5.15356906e+1  1.31769238e-19  3.12500000e-2  2.88854768e-16  1.31769228e-19
  5.38173706e+1  3.89423579e-20  3.12500000e-2  2.32522647e-16  3.89423552e-20
  5.62000691e+1  1.09460706e-20  3.12500000e-2  1.87210653e-16  1.09460699e-20
  5.86882588e+1  2.91983357e-21  3.12500000e-2  1.50739679e-16  2.91983338e-21
  6.12866100e+1  7.37420465e-22  3.12500000e-2  1.21377185e-16  7.37420421e-22
  6.40000000e+1  1.75905059e-22  3.12500000e-2  9.77353278e-17  1.75905049e-22
