# listGammaModel[1, 0.00816, 1.64, 0.00521, 0.0104167, "bulge_g1_a00816_b164_e00375.txt", {2, -18, 6, 1/16}]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  1.35425555e+0  1.98549491e-6  5.17332720e-3  2.01795228e-6  1.98526104e-6
  1.41421356e+0  1.67086807e-6  5.17595552e-3  1.69693869e-6  1.67068757e-6
  1.47682615e+0  1.40605269e-6  5.17847428e-3  1.42699305e-6  1.40591337e-6
  1.54221083e+0  1.18317140e-6  5.18088798e-3  1.19998970e-6  1.18306388e-6
  1.61049033e+0  9.95590924e-7  5.18320093e-3  1.00908825e-6  9.95507942e-7
  1.68179283e+0  8.37198943e-7  5.18541701e-3  8.47984474e-7  8.37134137e-7
  1.75625216e+0  7.01547509e-7  5.18753575e-3  7.10223769e-7  7.01496599e-7
  1.83400809e+0  5.85534517e-7  5.18955364e-3  5.92520534e-7  5.85494663e-7
  1.91520656e+0  4.86674048e-7  5.19146765e-3  4.92300514e-7  4.86642965e-7
  2.00000000e+0  4.02748585e-7  5.19327543e-3  4.07280307e-7  4.02724436e-7
  2.08854756e+0  3.31784686e-7  5.19497529e-3  3.35434444e-7  3.31766000e-7
  2.18101547e+0  2.72030595e-7  5.19656628e-3  2.74969657e-7  2.72016199e-7
  2.27757727e+0  2.21935628e-7  5.19804817e-3  2.24301972e-7  2.21924586e-7
  2.37841423e+0  1.80131172e-7  5.19942148e-3  1.82035922e-7  1.80122744e-7
  2.48371562e+0  1.45413189e-7  5.20068745e-3  1.46946122e-7  1.45406786e-7
  2.59367911e+0  1.16726076e-7  5.20184805e-3  1.17959404e-7  1.16721238e-7
  2.70851109e+0  9.31478068e-8  5.20290594e-3  9.41398064e-8  9.31441707e-8
  2.82842712e+0  7.38762305e-8  5.20386442e-3  7.46738968e-8  7.38735132e-8
  2.95365229e+0  5.82164661e-8  5.20472739e-3  5.88576825e-8  5.82144477e-8
  3.08442165e+0  4.55693046e-8  5.20549929e-3  4.60846100e-8  4.55678147e-8
  3.22098066e+0  3.54205562e-8  5.20618502e-3  3.58345613e-8  3.54194636e-8
  3.36358566e+0  2.73312826e-8  5.20678984e-3  2.76638161e-8  2.73304869e-8
  3.51250432e+0  2.09288610e-8  5.20731935e-3  2.11958933e-8  2.09282857e-8
  3.66801617e+0  1.58988303e-8  5.20777931e-3  1.61132196e-8  1.58984174e-8
  3.83041312e+0  1.19774756e-8  5.20817561e-3  1.21495704e-8  1.19771817e-8
  4.00000000e+0  8.94511061e-9  5.20851418e-3  9.08323686e-9  8.94490309e-9
  4.17709513e+0  6.62001679e-9  5.20880086e-3  6.73086872e-9  6.61987154e-9
  4.36203093e+0  4.85300424e-9  5.20904137e-3  4.94196319e-9  4.85290350e-9
  4.55515454e+0  3.52255651e-9  5.20924120e-3  3.59394594e-9  3.52248730e-9
  4.75682846e+0  2.53052375e-9  5.20940556e-3  2.58781591e-9  2.53047668e-9
  4.96743125e+0  1.79832844e-9  5.20953933e-3  1.84431081e-9  1.79829676e-9
  5.18735822e+0  1.26364749e-9  5.20964700e-3  1.30055710e-9  1.26362640e-9
  5.41702219e+0  8.77534466e-10  5.20973267e-3  9.07166001e-10  8.77520583e-10
  5.65685425e+0  6.01945427e-10  5.20980003e-3  6.25738354e-10  6.01936398e-10
  5.90730458e+0  4.07631834e-10  5.20985232e-3  4.26740499e-10  4.07626034e-10
  6.16884330e+0  2.72364165e-10  5.20989240e-3  2.87714189e-10  2.72360489e-10
  6.44196133e+0  1.79450497e-10  5.20992269e-3  1.91784028e-10  1.79448199e-10
  6.72717132e+0  1.16515228e-10  5.20994526e-3  1.26427355e-10  1.16513811e-10
  7.02500864e+0  7.45045165e-11  5.20996183e-3  8.24724531e-11  7.45036562e-11
  7.33603235e+0  4.68867907e-11  5.20997380e-3  5.32932873e-11  4.68862764e-11
  7.66082625e+0  2.90188035e-11  5.20998232e-3  3.41709159e-11  2.90185011e-11
  8.00000000e+0  1.76501780e-11  5.20998827e-3  2.17943032e-11  1.76500032e-11
  8.35419026e+0  1.05420383e-11  5.20999236e-3  1.38759572e-11  1.05419391e-11
  8.72406186e+0  6.17812230e-12  5.20999512e-3  8.86064358e-12  6.17806698e-12
  9.11030908e+0  3.54960352e-12  5.20999694e-3  5.70828494e-12  3.54957329e-12
  9.51365692e+0  1.99762283e-12  5.20999812e-3  3.73495437e-12  1.99760664e-12
  9.93486250e+0  1.10016907e-12  5.20999887e-3  2.49852502e-12  1.10016059e-12
  1.03747164e+1  5.92382248e-13  5.20999934e-3  1.71798856e-12  5.92377901e-13
  1.08340444e+1  3.11535306e-13  5.20999962e-3  1.21764924e-12  3.11533130e-13
  1.13137085e+1  1.59853406e-13  5.20999979e-3  8.89313050e-13  1.59852343e-13
  1.18146092e+1  7.99415547e-14  5.20999988e-3  6.67211090e-13  7.99410482e-14
  1.23376866e+1  3.89193061e-14  5.20999994e-3  5.11730563e-13  3.89190712e-14
  1.28839227e+1  1.84239708e-14  5.20999997e-3  3.99094631e-13  1.84238649e-14
  1.34543426e+1  8.47009013e-15  5.20999998e-3  3.14962709e-13  8.47004371e-15
  1.40500173e+1  3.77673580e-15  5.20999999e-3  2.50549893e-13  3.77671607e-15
  1.46720647e+1  1.63110217e-15  5.21000000e-3  2.00323738e-13  1.63109405e-15
  1.53216525e+1  6.81346305e-16  5.21000000e-3  1.60663142e-13  6.81343070e-16
  1.60000000e+1  2.74875374e-16  5.21000000e-3  1.29089014e-13  2.74874129e-16
  1.67083805e+1  1.06933943e-16  5.21000000e-3  1.03826351e-13  1.06933482e-16
  1.74481237e+1  4.00505194e-17  5.21000000e-3  8.35541308e-14  4.00503544e-17
  1.82206182e+1  1.44172886e-17  5.21000000e-3  6.72597358e-14  1.44172319e-17
  1.90273138e+1  4.97943003e-18  5.21000000e-3  5.41510340e-14  4.97941135e-18
  1.98697250e+1  1.64702527e-18  5.21000000e-3  4.36003656e-14  1.64701937e-18
  2.07494329e+1  5.20731943e-19  5.21000000e-3  3.51066187e-14  5.20730163e-19
  2.16680888e+1  1.57055606e-19  5.21000000e-3  2.82680297e-14  1.57055093e-19
  2.26274170e+1  4.50932396e-20  5.21000000e-3  2.27617746e-14  4.50930991e-20
  2.36292183e+1  1.22982007e-20  5.21000000e-3  1.83281695e-14  1.22981641e-20
  2.46753732e+1  3.17874231e-21  5.21000000e-3  1.47582112e-14  3.17873328e-21
  2.57678453e+1  7.76819949e-22  5.21000000e-3  1.18836443e-14  7.76817842e-22
  2.69086853e+1  1.79043562e-22  5.21000000e-3  9.56900243e-15  1.79043098e-22
  2.81000346e+1  3.88190232e-23  5.21000000e-3  7.70521322e-15  3.88189272e-23
  2.93441294e+1  7.89591522e-24  5.21000000e-3  6.20445352e-15  7.89589655e-24
  3.06433050e+1  1.50246618e-24  5.21000000e-3  4.99600892e-15  1.50246278e-24
  3.20000000e+1  2.66667021e-25  5.21000000e-3  4.02294042e-15  2.66666445e-25
  3.34167610e+1  4.40106272e-26  5.21000000e-3  3.23940058e-15  4.40105365e-26
  3.48962474e+1  6.73242381e-27  5.21000000e-3  2.60847281e-15  6.73241054e-27
  3.64412363e+1  9.51373555e-28  5.21000000e-3  2.10043149e-15  9.51371763e-28
  3.80546277e+1  1.23757609e-28  5.21000000e-3  1.69134121e-15  1.23757386e-28
  3.97394500e+1  1.47652878e-29  5.21000000e-3  1.36192879e-15  1.47652623e-29
  4.14988657e+1  1.60952815e-30  5.21000000e-3  1.09667511e-15  1.60952550e-30
  4.33361775e+1  1.59663547e-31  5.21000000e-3  8.83083883e-16  1.59663296e-31
  4.52548340e+1  1.43532587e-32  5.21000000e-3  7.11092798e-16  1.43532371e-32
  4.72584367e+1  1.16423203e-33  5.21000000e-3  5.72599443e-16  1.16423035e-33
  4.93507464e+1  8.48195146e-35  5.21000000e-3  4.61079544e-16  8.48193979e-35
  5.15356906e+1  5.52401216e-36  5.21000000e-3  3.71279574e-16  5.52400490e-36
  5.38173706e+1  3.20007424e-37  5.21000000e-3  2.98969238e-16  3.20007022e-37
  5.62000691e+1  1.64044092e-38  5.21000000e-3  2.40742174e-16  1.64043894e-38
  5.86882588e+1  7.40125024e-40  5.21000000e-3  1.93855468e-16  7.40124173e-40
  6.12866100e+1  2.92239080e-41  5.21000000e-3  1.56100438e-16  2.92238758e-41
  6.40000000e+1  1.00391340e-42  5.21000000e-3  1.25698576e-16  1.00391235e-42
