# listNFWModel[0.125, 0.4875, 1/(2*Pi), 0.00375, "halo_c039_a125_e00375.txt", {2, -16, 6, 1/16}, 12]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  6.06375885e-4  3.24926310e+1  4.56657990e-8  4.94293888e+0  4.93277264e+0
  6.33222439e-4  3.11017536e+1  4.97847129e-8  4.93692029e+0  4.92675956e+0
  6.61257591e-4  2.97698534e+1  5.42744583e-8  4.93038071e+0  4.92022589e+0
  6.90533966e-4  2.84944306e+1  5.91683276e-8  4.92327720e+0  4.91312882e+0
  7.21106517e-4  2.72730910e+1  6.45025889e-8  4.91556380e+0  4.90542243e+0
  7.53032630e-4  2.61035420e+1  7.03167506e-8  4.90719124e+0  4.89705751e+0
  7.86372232e-4  2.49835884e+1  7.66538486e-8  4.89810617e+0  4.88798146e+0
  8.21187906e-4  2.39111280e+1  8.35607591e-8  4.88825460e+0  4.87813815e+0
  8.57545000e-4  2.28841476e+1  9.10885382e-8  4.87756043e+0  4.86746777e+0
  8.95511761e-4  2.19007194e+1  9.92927925e-8  4.86600282e+0  4.85590675e+0
  9.35159454e-4  2.09589977e+1  1.08234080e-7  4.85347224e+0  4.84338770e+0
  9.76562500e-4  2.00572145e+1  1.17978350e-7  4.83991126e+0  4.82983935e+0
  1.01979862e-3  1.91936774e+1  1.28597413e-7  4.82524482e+0  4.81518656e+0
  1.06494896e-3  1.83667652e+1  1.40169463e-7  4.80939395e+0  4.79935032e+0
  1.11209828e-3  1.75749258e+1  1.52779636e-7  4.79227508e+0  4.78224794e+0
  1.16133507e-3  1.68166729e+1  1.66520619e-7  4.77380356e+0  4.76379310e+0
  1.21275177e-3  1.60905831e+1  1.81493315e-7  4.75388783e+0  4.74389617e+0
  1.26644488e-3  1.53952935e+1  1.97807562e-7  4.73243738e+0  4.72246450e+0
  1.32251518e-3  1.47294990e+1  2.15582914e-7  4.70935231e+0  4.69940283e+0
  1.38106793e-3  1.40919498e+1  2.34949489e-7  4.68453976e+0  4.67461383e+0
  1.44221303e-3  1.34814491e+1  2.56048893e-7  4.65789894e+0  4.64799871e+0
  1.50606526e-3  1.28968510e+1  2.79035217e-7  4.62933061e+0  4.61945799e+0
  1.57274446e-3  1.23370581e+1  3.04076127e-7  4.59873533e+0  4.58889236e+0
  1.64237581e-3  1.18010196e+1  3.31354037e-7  4.56601454e+0  4.55620374e+0
  1.71509000e-3  1.12877292e+1  3.61067387e-7  4.53107271e+0  4.52129637e+0
  1.79102352e-3  1.07962235e+1  3.93432031e-7  4.49381731e+0  4.48407811e+0
  1.87031891e-3  1.03255797e+1  4.28682735e-7  4.45416114e+0  4.44446186e+0
  1.95312500e-3  9.87491441e+0  4.67074810e-7  4.41202344e+0  4.40236700e+0
  2.03959723e-3  9.44338162e+0  5.08885869e-7  4.36733166e+0  4.35772104e+0
  2.12989792e-3  9.03017123e+0  5.54417742e-7  4.32002276e+0  4.31046125e+0
  2.22419655e-3  8.63450755e+0  6.03998545e-7  4.27004534e+0  4.26053634e+0
  2.32267015e-3  8.25564780e+0  6.57984921e-7  4.21736060e+0  4.20790812e+0
  2.42550354e-3  7.89288075e+0  7.16764459e-7  4.16194598e+0  4.15255318e+0
  2.53288976e-3  7.54552535e+0  7.80758326e-7  4.10379329e+0  4.09446434e+0
  2.64503037e-3  7.21292949e+0  8.50424094e-7  4.04291385e+0  4.03365207e+0
  2.76213586e-3  6.89446874e+0  9.26258816e-7  3.97933646e+0  3.97014563e+0
  2.88442607e-3  6.58954520e+0  1.00880233e-6  3.91310836e+0  3.90399401e+0
  3.01213052e-3  6.29758638e+0  1.09864086e-6  3.84430077e+0  3.83526649e+0
  3.14548893e-3  6.01804408e+0  1.19641086e-6  3.77300255e+0  3.76405298e+0
  3.28475162e-3  5.75039343e+0  1.30280318e-6  3.69932408e+0  3.69046384e+0
  3.43018000e-3  5.49413185e+0  1.41856760e-6  3.62339658e+0  3.61462941e+0
  3.58204704e-3  5.24877812e+0  1.54451767e-6  3.54536830e+0  3.53669912e+0
  3.74063782e-3  5.01387148e+0  1.68153593e-6  3.46540654e+0  3.45684015e+0
  3.90625000e-3  4.78897078e+0  1.83057955e-6  3.38368892e+0  3.37523585e+0
  4.07919446e-3  4.57365359e+0  1.99268640e-6  3.30043054e+0  3.29208366e+0
  4.25979583e-3  4.36751550e+0  2.16898158e-6  3.21582311e+0  3.20759289e+0
  4.44839310e-3  4.17016928e+0  2.36068444e-6  3.13009138e+0  3.12198222e+0
  4.64534029e-3  3.98124416e+0  2.56911611e-6  3.04346074e+0  3.03547707e+0
  4.85100708e-3  3.80038520e+0  2.79570759e-6  2.95616054e+0  2.94830684e+0
  5.06577951e-3  3.62725252e+0  3.04200849e-6  2.86842220e+0  2.86070225e+0
  5.29006073e-3  3.46152075e+0  3.30969627e-6  2.78047490e+0  2.77289264e+0
  5.52427173e-3  3.30287837e+0  3.60058631e-6  2.69254428e+0  2.68510345e+0
  5.76885213e-3  3.15102711e+0  3.91664252e-6  2.60485021e+0  2.59755392e+0
  6.02426104e-3  3.00568145e+0  4.25998883e-6  2.51760288e+0  2.51045494e+0
  6.29097786e-3  2.86656800e+0  4.63292140e-6  2.43100376e+0  2.42400727e+0
  6.56950324e-3  2.73342504e+0  5.03792164e-6  2.34524231e+0  2.33839997e+0
  6.86036000e-3  2.60600203e+0  5.47767014e-6  2.26049463e+0  2.25380918e+0
  7.16409409e-3  2.48405909e+0  5.95506153e-6  2.17692355e+0  2.17039719e+0
  7.48127563e-3  2.36736658e+0  6.47322022e-6  2.09467706e+0  2.08831181e+0
  7.81250000e-3  2.25570466e+0  7.03551721e-6  2.01388842e+0  2.00768599e+0
  8.15838893e-3  2.14886287e+0  7.64558788e-6  1.93467594e+0  1.92863775e+0
  8.51959166e-3  2.04663973e+0  8.30735093e-6  1.85714306e+0  1.85127030e+0
  8.89678621e-3  1.94884235e+0  9.02502836e-6  1.78137889e+0  1.77567235e+0
  9.29068059e-3  1.85528610e+0  9.80316667e-6  1.70745835e+0  1.70191862e+0
  9.70201416e-3  1.76579421e+0  1.06466592e-5  1.63544308e+0  1.63007045e+0
  1.01315590e-2  1.68019744e+0  1.15607696e-5  1.56538203e+0  1.56017653e+0
  1.05801215e-2  1.59833379e+0  1.25511570e-5  1.49731251e+0  1.49227372e+0
  1.10485435e-2  1.52004816e+0  1.36239015e-5  1.43126051e+0  1.42638790e+0
  1.15377043e-2  1.44519209e+0  1.47855321e-5  1.36724209e+0  1.36253486e+0
  1.20485221e-2  1.37362340e+0  1.60430549e-5  1.30526403e+0  1.30072118e+0
  1.25819557e-2  1.30520600e+0  1.74039832e-5  1.24532504e+0  1.24094514e+0
  1.31390065e-2  1.23980958e+0  1.88763688e-5  1.18741605e+0  1.18319756e+0
  1.37207200e-2  1.17730937e+0  2.04688340e-5  1.13152151e+0  1.12746268e+0
  1.43281882e-2  1.11758590e+0  2.21906054e-5  1.07762005e+0  1.07371890e+0
  1.49625513e-2  1.06052478e+0  2.40515490e-5  1.02568521e+0  1.02193955e+0
  1.56250000e-2  1.00601643e+0  2.60622053e-5  9.75686182e-1  9.72093623e-1
  1.63167779e-2  9.53955940e-1  2.82338267e-5  9.27588355e-1  9.24146374e-1
  1.70391833e-2  9.04242805e-1  3.05784153e-5  8.81354039e-1  8.78059940e-1
  1.77935724e-2  8.56780755e-1  3.31087609e-5  8.36943046e-1  8.33793880e-1
  1.85813612e-2  8.11477558e-1  3.58384806e-5  7.94312881e-1  7.91305665e-1
  1.94040283e-2  7.68244843e-1  3.87820582e-5  7.53419518e-1  7.50551121e-1
  2.02631180e-2  7.26997927e-1  4.19548842e-5  7.14217651e-1  7.11484823e-1
  2.11602429e-2  6.87655640e-1  4.53732958e-5  6.76661099e-1  6.74060445e-1
  2.20970869e-2  6.50140173e-1  4.90546165e-5  6.40713723e-1  6.38231073e-1
  2.30754085e-2  6.14376921e-1  5.30171959e-5  6.06296195e-1  6.03949472e-1
  2.40970441e-2  5.80294334e-1  5.72804478e-5  5.73393501e-1  5.71168323e-1
  2.51639114e-2  5.47823778e-1  6.18648880e-5  5.41947673e-1  5.39840429e-1
  2.62780130e-2  5.16899396e-1  6.67921705e-5  5.11911926e-1  5.09918883e-1
  2.74414400e-2  4.87457984e-1  7.20851217e-5  4.83239851e-1  4.81357224e-1
  2.86563764e-2  4.59438859e-1  7.77677729e-5  4.55885550e-1  4.54109553e-1
  2.99251025e-2  4.32783744e-1  8.38653895e-5  4.29803822e-1  4.28130642e-1
  3.12500000e-2  4.07436654e-1  9.04044973e-5  4.04950200e-1  4.03376016e-1
  3.26335557e-2  3.83343788e-1  9.74129062e-5  3.81281036e-1  3.79802020e-1
  3.40783666e-2  3.60453422e-1  1.04919728e-4  3.58753338e-1  3.57365874e-1
  3.55871448e-2  3.38715812e-1  1.12955392e-4  3.37325789e-1  3.36025712e-1
  3.71627223e-2  3.18083101e-1  1.21551653e-4  3.16956892e-1  3.15740614e-1
  3.88080566e-2  2.98509227e-1  1.30741597e-4  2.97606819e-1  2.96470623e-1
  4.05262361e-2  2.79949838e-1  1.40559634e-4  2.79236578e-1  2.78176763e-1
  4.23204858e-2  2.62362217e-1  1.51041498e-4  2.61808104e-1  2.60821040e-1
  4.41941738e-2  2.45705197e-1  1.62224221e-4  2.45284325e-1  2.44366443e-1
  4.61508171e-2  2.29939098e-1  1.74146117e-4  2.29629142e-1  2.28776945e-1
  4.81940883e-2  2.15025652e-1  1.86846747e-4  2.14807470e-1  2.14017488e-1
  5.03278229e-2  2.00927947e-1  2.00366880e-4  2.00785090e-1  2.00053978e-1
  5.25560260e-2  1.87610361e-1  2.14748446e-4  1.87528793e-1  1.86853269e-1
  5.48828800e-2  1.75038512e-1  2.30034475e-4  1.75006261e-1  1.74383150e-1
  5.73127527e-2  1.63179202e-1  2.46269037e-4  1.63186154e-1  1.62612333e-1
  5.98502050e-2  1.52000373e-1  2.63497159e-4  1.52037933e-1  1.51510429e-1
  6.25000000e-2  1.41471061e-1  2.81764745e-4  1.41532038e-1  1.41047942e-1
  6.52671114e-2  1.31561352e-1  3.01118482e-4  1.31639750e-1  1.31196245e-1
  6.81567333e-2  1.22242353e-1  3.21605732e-4  1.22333149e-1  1.21927567e-1
  7.11742897e-2  1.13486147e-1  3.43274425e-4  1.13585233e-1  1.13214982e-1
  7.43254447e-2  1.05265770e-1  3.66172934e-4  1.05369757e-1  1.05032386e-1
  7.76161133e-2  9.75551766e-2  3.90349950e-4  9.76613461e-2  9.73544900e-2
  8.10524722e-2  9.03292171e-2  4.15854342e-4  9.04353998e-2  9.01568054e-2
  8.46409717e-2  8.35636117e-2  4.42735014e-4  8.36680933e-2  8.34156296e-2
  8.83883476e-2  7.72349295e-2  4.71040759e-4  7.73363926e-2  7.71080364e-2
  9.23016341e-2  7.13205685e-2  5.00820100e-4  7.14180264e-2  7.12118642e-2
  9.63881766e-2  6.57987373e-2  5.32121133e-4  6.58914772e-2  6.57057061e-2
  1.00655646e-1  6.06484385e-2  5.64991365e-4  6.07359882e-2  6.05689001e-2
  1.05112052e-1  5.58494533e-2  5.99477547e-4  5.59315109e-2  5.57815194e-2
  1.09765760e-1  5.13823270e-2  6.35625512e-4  5.14587527e-2  5.13243639e-2
  1.14625505e-1  4.72283555e-2  6.73480008e-4  4.72991296e-2  4.71789508e-2
  1.19700410e-1  4.33695722e-2  7.13084532e-4  4.34347680e-2  4.33275062e-2
  1.25000000e-1  3.97887358e-2  7.54481174e-4  3.98485069e-2  3.97529561e-2
  1.30534223e-1  3.64693178e-2  7.97710456e-4  3.65238690e-2  3.64389173e-2
  1.36313467e-1  3.33954904e-2  8.42811180e-4  3.34450762e-2  3.33696879e-2
  1.42348579e-1  3.05521144e-2  8.89820285e-4  3.05970095e-2  3.05302380e-2
  1.48650889e-1  2.79247267e-2  9.38772709e-4  2.79652247e-2  2.79061989e-2
  1.55232227e-1  2.54995273e-2  9.89701257e-4  2.55359311e-2  2.54838525e-2
  1.62104944e-1  2.32633667e-2  1.04263648e-3  2.32959824e-2  2.32501199e-2
  1.69281943e-1  2.12037319e-2  1.09760659e-3  2.12328596e-2  2.11925491e-2
  1.76776695e-1  1.93087324e-2  1.15463730e-3  1.93346674e-2  1.92993022e-2
  1.84603268e-1  1.75670854e-2  1.21375183e-3  1.75901070e-2  1.75591418e-2
  1.92776353e-1  1.59681005e-2  1.27497075e-3  1.59884834e-2  1.59614163e-2
  2.01311291e-1  1.45016638e-2  1.33831198e-3  1.45196595e-2  1.44960453e-2
  2.10224104e-1  1.31582212e-2  1.40379070e-3  1.31740673e-2  1.31535036e-2
  2.19531520e-1  1.19287618e-2  1.47141934e-3  1.19426785e-2  1.19248048e-2
  2.29251011e-1  1.08047996e-2  1.54120757e-3  1.08169934e-2  1.08014840e-2
  2.39400820e-1  9.77835601e-3  1.61316228e-3  9.78901418e-3  9.77558084e-3
  2.50000000e-1  8.84194128e-3  1.68728759e-3  8.85123511e-3  8.83962081e-3
  2.61068446e-1  7.98853557e-3  1.76358485e-3  7.99662140e-3  7.98659728e-3
  2.72626933e-1  7.21157003e-3  1.84205272e-3  7.21858902e-3  7.20995262e-3
  2.84697159e-1  6.50490763e-3  1.92268719e-3  6.51098730e-3  6.50355932e-3
  2.97301779e-1  5.86282379e-3  2.00548162e-3  5.86807822e-3  5.86170092e-3
  3.10464453e-1  5.27998720e-3  2.09042683e-3  5.28451898e-3  5.27905298e-3
  3.24209889e-1  4.75144053e-3  2.17751116e-3  4.75534047e-3  4.75066401e-3
  3.38563887e-1  4.27258142e-3  2.26672058e-3  4.27593037e-3  4.27193660e-3
  3.53553391e-1  3.83914371e-3  2.35803876e-3  3.84201355e-3  3.83860873e-3
  3.69206536e-1  3.44717887e-3  2.45144716e-3  3.44963218e-3  3.44673544e-3
  3.85552706e-1  3.09303796e-3  2.54692517e-3  3.09512866e-3  3.09267073e-3
  4.02622583e-1  2.77335388e-3  2.64445022e-3  2.77513043e-3  2.77305002e-3
  4.20448208e-1  2.48502423e-3  2.74399784e-3  2.48652713e-3  2.48477303e-3
  4.39063040e-1  2.22519463e-3  2.84554186e-3  2.22645707e-3  2.22498713e-3
  4.58502022e-1  1.99124265e-3  2.94905447e-3  1.99228665e-3  1.99107140e-3
  4.78801640e-1  1.78076235e-3  3.05450636e-3  1.78157031e-3  1.78062112e-3
  5.00000000e-1  1.58970915e-3  3.16184256e-3  1.59009211e-3  1.58958880e-3
  5.22136891e-1  1.40934887e-3  3.27060886e-3  1.40968395e-3  1.40924459e-3
  5.45253866e-1  1.23969311e-3  3.37999100e-3  1.24002583e-3  1.23960357e-3
  5.69394317e-1  1.08156828e-3  3.48911513e-3  1.08190513e-3  1.08149212e-3
  5.94603558e-1  9.35578743e-4  3.59707534e-3  9.35916715e-4  9.35514579e-4
  6.20928906e-1  8.02100876e-4  3.70295552e-3  8.02434044e-4  8.02047352e-4
  6.48419777e-1  6.81284009e-4  3.80585330e-3  6.81605968e-4  6.81239814e-4
  6.77127773e-1  5.73058125e-4  3.90490517e-3  5.73363088e-4  5.73022018e-4
  7.07106781e-1  4.77148109e-4  3.99931168e-3  4.77431441e-4  4.77118931e-4
  7.38413073e-1  3.93093881e-4  4.08836149e-3  3.93352254e-4  3.93070568e-4
  7.71105413e-1  3.20275513e-4  4.17145299e-3  3.20506946e-4  3.20257104e-4
  8.05245166e-1  2.57942175e-4  4.24811226e-3  2.58145923e-4  2.57927816e-4
  8.40896415e-1  2.05243544e-4  4.31800630e-3  2.05419932e-4  2.05232484e-4
  8.78126080e-1  1.61262235e-4  4.38095055e-3  1.61412453e-4  1.61253829e-4
  9.17004043e-1  1.25045788e-4  4.43691031e-3  1.25171686e-4  1.25039486e-4
  9.57603281e-1  9.56368239e-5  4.48599570e-3  9.57406808e-5  9.56321656e-5
  1.00000000e+0  7.21001434e-5  4.52845051e-3  7.21844992e-5  7.20967511e-5
  1.04427378e+0  5.35458143e-5  4.56463568e-3  5.36132920e-5  5.35433817e-5
  1.09050773e+0  3.91475516e-5  4.59500829e-3  3.92007265e-5  3.91458352e-5
  1.13878863e+0  2.81560576e-5  4.62009752e-3  2.81973537e-5  2.81548665e-5
  1.18920712e+0  1.99073007e-5  4.64047919e-3  1.99389258e-5  1.99064886e-5
  1.24185781e+0  1.38260267e-5  4.65675038e-3  1.38499229e-5  1.38254830e-5
  1.29683955e+0  9.42504706e-6  4.66950570e-3  9.44287954e-6  9.42468980e-6
  1.35425555e+0  6.30103964e-6  4.67931657e-3  6.31419860e-6  6.30080953e-6
  1.41421356e+0  4.12770835e-6  4.68671438e-3  4.13732544e-6  4.12756316e-6
  1.47682615e+0  2.64717639e-6  4.69217821e-3  2.65415130e-6  2.64708673e-6
  1.54221083e+0  1.66044889e-6  4.69612727e-3  1.66548115e-6  1.66039475e-6
  1.61049033e+0  1.01767822e-6  4.69891775e-3  1.02130024e-6  1.01764629e-6
  1.68179283e+0  6.08825035e-7  4.70084357e-3  6.11433924e-7  6.08806652e-7
  1.75625216e+0  3.55145706e-7  4.70214033e-3  3.57032286e-7  3.55135390e-7
  1.83400809e+0  2.01774874e-7  4.70299133e-3  2.03148707e-7  2.01769237e-7
  1.91520656e+0  1.11523647e-7  4.70353501e-3  1.12533590e-7  1.11520651e-7
  2.00000000e+0  5.98930811e-8  4.70387275e-3  6.06438292e-8  5.98915344e-8
  2.08854756e+0  3.12135510e-8  4.70407651e-3  3.17782626e-8  3.12127762e-8
  2.18101547e+0  1.57648216e-8  4.70419573e-3  1.61945410e-8  1.57644455e-8
  2.27757727e+0  7.70568525e-9  4.70426330e-3  8.03615250e-9  7.70550860e-9
  2.37841423e+0  3.63982124e-9  4.70430034e-3  3.89627985e-9  3.63974108e-9
  2.48371562e+0  1.65896725e-9  4.70431996e-3  1.85947747e-9  1.65893216e-9
  2.59367911e+0  7.28446749e-10  4.70432997e-3  8.86137320e-10  7.28431947e-10
  2.70851109e+0  3.07640073e-10  4.70433489e-3  4.32213694e-10  3.07634069e-10
  2.82842712e+0  1.24745307e-10  4.70433722e-3  2.23491454e-10  1.24742969e-10
  2.95365229e+0  4.84796746e-11  4.70433827e-3  1.26953172e-10  4.84788025e-11
  3.08442165e+0  1.80232324e-11  4.70433873e-3  8.05070958e-11  1.80229211e-11
  3.22098066e+0  6.39720620e-12  4.70433892e-3  5.62241956e-11  6.39710015e-12
  3.36358566e+0  2.16342636e-12  4.70433900e-3  4.19447643e-11  2.16339194e-12
  3.51250432e+0  6.95597437e-13  4.70433902e-3  3.24875483e-11  6.95586816e-13
  3.66801617e+0  2.12161576e-13  4.70433903e-3  2.56399949e-11  2.12158468e-13
  3.83041312e+0  6.12426836e-14  4.70433904e-3  2.04131255e-11  6.12418227e-14
  4.00000000e+0  1.66901918e-14  4.70433904e-3  1.63157694e-11  1.66899667e-14
  4.17709513e+0  4.28333557e-15  4.70433904e-3  1.30645711e-11  4.28328015e-15
  4.36203093e+0  1.03243232e-15  4.70433904e-3  1.04710426e-11  1.03241950e-15
  4.55515454e+0  2.33073944e-16  4.70433904e-3  8.39722354e-12  2.33071169e-16
  4.75682846e+0  4.91381760e-17  4.70433904e-3  6.73699556e-12  4.91376149e-17
  4.96743125e+0  9.64544512e-18  4.70433904e-3  5.40691283e-12  9.64533950e-18
  5.18735822e+0  1.75723559e-18  4.70433904e-3  4.34075809e-12  1.75721714e-18
  5.41702219e+0  2.96147390e-19  4.70433904e-3  3.48578493e-12  2.96144408e-19
  5.65685425e+0  4.60106380e-20  4.70433904e-3  2.79989992e-12  4.60101937e-20
  5.90730458e+0  6.56624289e-21  4.70433904e-3  2.24947420e-12  6.56618210e-21
  6.16884330e+0  8.57532605e-22  4.70433904e-3  1.80761927e-12  8.57524993e-22
