# listGammaModel[1, 0.01, 4., 0.015625, 0.00375, "bulge_g1_a01_b4_e00375.txt", {2, -18, 6, 1/16}]
#             r         rho(r)        mass(r)     rho_eps(r)     rho(r_eps)
  1.66398275e-5  1.49076158e+6  4.32271471e-8  3.13424033e+3  2.55726684e+3
  1.73765356e-5  1.42724324e+6  4.71326048e-8  3.13423546e+3  2.55726270e+3
  1.81458605e-5  1.36641797e+6  5.13905762e-8  3.13423015e+3  2.55725818e+3
  1.89492464e-5  1.30817158e+6  5.60328335e-8  3.13422436e+3  2.55725326e+3
  1.97882012e-5  1.25239476e+6  6.10940062e-8  3.13421804e+3  2.55724788e+3
  2.06642997e-5  1.19898280e+6  6.66118370e-8  3.13421116e+3  2.55724202e+3
  2.15791864e-5  1.14783544e+6  7.26274609e-8  3.13420365e+3  2.55723564e+3
  2.25345786e-5  1.09885668e+6  7.91857089e-8  3.13419546e+3  2.55722867e+3
  2.35322697e-5  1.05195458e+6  8.63354386e-8  3.13418652e+3  2.55722107e+3
  2.45741323e-5  1.00704110e+6  9.41298943e-8  3.13417678e+3  2.55721278e+3
  2.56621220e-5  9.64031944e+5  1.02627100e-7  3.13416616e+3  2.55720375e+3
  2.67982813e-5  9.22846371e+5  1.11890284e-7  3.13415458e+3  2.55719390e+3
  2.79847425e-5  8.83407078e+5  1.21988349e-7  3.13414195e+3  2.55718315e+3
  2.92237329e-5  8.45640032e+5  1.32996372e-7  3.13412818e+3  2.55717144e+3
  3.05175781e-5  8.09474344e+5  1.44996158e-7  3.13411316e+3  2.55715866e+3
  3.18687067e-5  7.74842127e+5  1.58076842e-7  3.13409678e+3  2.55714472e+3
  3.32796549e-5  7.41678375e+5  1.72335539e-7  3.13407892e+3  2.55712953e+3
  3.47530711e-5  7.09920838e+5  1.87878053e-7  3.13405944e+3  2.55711296e+3
  3.62917210e-5  6.79509903e+5  2.04819654e-7  3.13403820e+3  2.55709489e+3
  3.78984928e-5  6.50388489e+5  2.23285916e-7  3.13401504e+3  2.55707519e+3
  3.95764024e-5  6.22501931e+5  2.43413634e-7  3.13398978e+3  2.55705370e+3
  4.13285995e-5  5.95797885e+5  2.65351819e-7  3.13396223e+3  2.55703027e+3
  4.31583729e-5  5.70226225e+5  2.89262780e-7  3.13393220e+3  2.55700472e+3
  4.50691573e-5  5.45738952e+5  3.15323301e-7  3.13389944e+3  2.55697685e+3
  4.70645393e-5  5.22290101e+5  3.43725927e-7  3.13386372e+3  2.55694647e+3
  4.91482645e-5  4.99835658e+5  3.74680351e-7  3.13382476e+3  2.55691333e+3
  5.13242441e-5  4.78333472e+5  4.08414930e-7  3.13378229e+3  2.55687720e+3
  5.35965625e-5  4.57743184e+5  4.45178332e-7  3.13373597e+3  2.55683780e+3
  5.59694851e-5  4.38026143e+5  4.85241326e-7  3.13368546e+3  2.55679483e+3
  5.84474659e-5  4.19145339e+5  5.28898725e-7  3.13363039e+3  2.55674798e+3
  6.10351563e-5  4.01065332e+5  5.76471499e-7  3.13357033e+3  2.55669689e+3
  6.37374135e-5  3.83752183e+5  6.28309071e-7  3.13350483e+3  2.55664118e+3
  6.65593099e-5  3.67173394e+5  6.84791812e-7  3.13343341e+3  2.55658042e+3
  6.95061423e-5  3.51297845e+5  7.46333747e-7  3.13335553e+3  2.55651417e+3
  7.25834421e-5  3.36095736e+5  8.13385495e-7  3.13327061e+3  2.55644193e+3
  7.57969856e-5  3.21538531e+5  8.86437466e-7  3.13317800e+3  2.55636315e+3
  7.91528048e-5  3.07598906e+5  9.66023322e-7  3.13307702e+3  2.55627725e+3
  8.26571989e-5  2.94250693e+5  1.05272374e-6  3.13296691e+3  2.55618359e+3
  8.63167458e-5  2.81468836e+5  1.14717048e-6  3.13284684e+3  2.55608145e+3
  9.01383146e-5  2.69229343e+5  1.25005085e-6  3.13271591e+3  2.55597007e+3
  9.41290787e-5  2.57509238e+5  1.36211244e-6  3.13257315e+3  2.55584863e+3
  9.82965290e-5  2.46286520e+5  1.48416839e-6  3.13241747e+3  2.55571621e+3
  1.02648488e-4  2.35540124e+5  1.61710300e-6  3.13224773e+3  2.55557181e+3
  1.07193125e-4  2.25249875e+5  1.76187782e-6  3.13206264e+3  2.55541437e+3
  1.11938970e-4  2.15396458e+5  1.91953832e-6  3.13186083e+3  2.55524270e+3
  1.16894932e-4  2.05961375e+5  2.09122102e-6  3.13164077e+3  2.55505551e+3
  1.22070313e-4  1.96926915e+5  2.27816127e-6  3.13140084e+3  2.55485141e+3
  1.27474827e-4  1.88276118e+5  2.48170165e-6  3.13113923e+3  2.55462888e+3
  1.33118620e-4  1.79992744e+5  2.70330103e-6  3.13085399e+3  2.55438625e+3
  1.39012285e-4  1.72061243e+5  2.94454445e-6  3.13054299e+3  2.55412171e+3
  1.45166884e-4  1.64466724e+5  3.20715369e-6  3.13020391e+3  2.55383328e+3
  1.51593971e-4  1.57194930e+5  3.49299878e-6  3.12983422e+3  2.55351882e+3
  1.58305610e-4  1.50232210e+5  3.80411040e-6  3.12943117e+3  2.55317599e+3
  1.65314398e-4  1.43565490e+5  4.14269328e-6  3.12899166e+3  2.55280223e+3
  1.72633492e-4  1.37182255e+5  4.51114062e-6  3.12851261e+3  2.55239476e+3
  1.80276629e-4  1.31070518e+5  4.91204969e-6  3.12799037e+3  2.55195055e+3
  1.88258157e-4  1.25218806e+5  5.34823864e-6  3.12742104e+3  2.55146630e+3
  1.96593058e-4  1.19616129e+5  5.82276462e-6  3.12680042e+3  2.55093843e+3
  2.05296976e-4  1.14251968e+5  6.33894325e-6  3.12612390e+3  2.55036303e+3
  2.14386250e-4  1.09116249e+5  6.90036962e-6  3.12538656e+3  2.54973582e+3
  2.23877940e-4  1.04199327e+5  7.51094091e-6  3.12458276e+3  2.54905219e+3
  2.33789863e-4  9.94919679e+4  8.17488056e-6  3.12370667e+3  2.54830708e+3
  2.44140625e-4  9.49853302e+4  8.89676446e-6  3.12275172e+3  2.54749502e+3
  2.54949654e-4  9.06709485e+4  9.68154883e-6  3.12171121e+3  2.54661002e+3
  2.66237239e-4  8.65407180e+4  1.05346003e-5  3.12057769e+3  2.54564559e+3
  2.78024569e-4  8.25868787e+4  1.14617281e-5  3.11934140e+3  2.54459468e+3
  2.90333768e-4  7.88020015e+4  1.24692184e-5  3.11799486e+3  2.54344959e+3
  3.03187942e-4  7.51789736e+4  1.35638713e-5  3.11652772e+3  2.54220200e+3
  3.16611219e-4  7.17109853e+4  1.47530401e-5  3.11492932e+3  2.54084283e+3
  3.30628796e-4  6.83915173e+4  1.60446737e-5  3.11318804e+3  2.53936222e+3
  3.45266983e-4  6.52143281e+4  1.74473609e-5  3.11129130e+3  2.53774950e+3
  3.60553258e-4  6.21734427e+4  1.89703789e-5  3.10922544e+3  2.53599306e+3
  3.76516315e-4  5.92631408e+4  2.06237438e-5  3.10697562e+3  2.53408030e+3
  3.93186116e-4  5.64779463e+4  2.24182646e-5  3.10452574e+3  2.53199757e+3
  4.10593953e-4  5.38126167e+4  2.43656013e-5  3.10185838e+3  2.52973007e+3
  4.28772500e-4  5.12621337e+4  2.64783252e-5  3.09895464e+3  2.52726179e+3
  4.47755880e-4  4.88216931e+4  2.87699837e-5  3.09579405e+3  2.52457537e+3
  4.67579727e-4  4.64866958e+4  3.12551684e-5  3.09235448e+3  2.52165204e+3
  4.88281250e-4  4.42527395e+4  3.39495872e-5  3.08861201e+3  2.51847152e+3
  5.09899308e-4  4.21156100e+4  3.68701400e-5  3.08454072e+3  2.51501189e+3
  5.32474479e-4  4.00712730e+4  4.00349984e-5  3.08011274e+3  2.51124951e+3
  5.56049138e-4  3.81158669e+4  4.34636895e-5  3.07529793e+3  2.50715889e+3
  5.80667537e-4  3.62456950e+4  4.71771834e-5  3.07006386e+3  2.50271256e+3
  6.06375885e-4  3.44572187e+4  5.11979847e-5  3.06437566e+3  2.49788100e+3
  6.33222439e-4  3.27470505e+4  5.55502280e-5  3.05819559e+3  2.49263248e+3
  6.61257591e-4  3.11119479e+4  6.02597770e-5  3.05148353e+3  2.48693295e+3
  6.90533966e-4  2.95488066e+4  6.53543271e-5  3.04419624e+3  2.48074595e+3
  7.21106517e-4  2.80546549e+4  7.08635117e-5  3.03628747e+3  2.47403249e+3
  7.53032630e-4  2.66266480e+4  7.68190115e-5  3.02770784e+3  2.46675094e+3
  7.86372232e-4  2.52620624e+4  8.32546663e-5  3.01840468e+3  2.45885696e+3
  8.21187906e-4  2.39582903e+4  9.02065896e-5  3.00832196e+3  2.45030343e+3
  8.57545000e-4  2.27128352e+4  9.77132850e-5  2.99740020e+3  2.44104038e+3
  8.95511761e-4  2.15233064e+4  1.05815764e-4  2.98557644e+3  2.43101497e+3
  9.35159454e-4  2.03874146e+4  1.14557664e-4  2.97278421e+3  2.42017151e+3
  9.76562500e-4  1.93029674e+4  1.23985366e-4  2.95895358e+3  2.40845148e+3
  1.01979862e-3  1.82678649e+4  1.34148114e-4  2.94401119e+3  2.39579364e+3
  1.06494896e-3  1.72800958e+4  1.45098127e-4  2.92788044e+3  2.38213413e+3
  1.11209828e-3  1.63377330e+4  1.56890714e-4  2.91048167e+3  2.36740671e+3
  1.16133507e-3  1.54389302e+4  1.69584378e-4  2.89173246e+3  2.35154300e+3
  1.21275177e-3  1.45819177e+4  1.83240923e-4  2.87154797e+3  2.33447284e+3
  1.26644488e-3  1.37649996e+4  1.97925542e-4  2.84984148e+3  2.31612472e+3
  1.32251518e-3  1.29865497e+4  2.13706908e-4  2.82652489e+3  2.29642631e+3
  1.38106793e-3  1.22450086e+4  2.30657246e-4  2.80150950e+3  2.27530508e+3
  1.44221303e-3  1.15388806e+4  2.48852395e-4  2.77470684e+3  2.25268909e+3
  1.50606526e-3  1.08667304e+4  2.68371855e-4  2.74602963e+3  2.22850780e+3
  1.57274446e-3  1.02271806e+4  2.89298815e-4  2.71539269e+3  2.20269310e+3
  1.64237581e-3  9.61890867e+3  3.11720170e-4  2.68271505e+3  2.17518039e+3
  1.71509000e-3  9.04064426e+3  3.35726500e-4  2.64792009e+3  2.14590979e+3
  1.79102352e-3  8.49116689e+3  3.61412043e-4  2.61093355e+3  2.11482749e+3
  1.87031891e-3  7.96930335e+3  3.88874626e-4  2.57170717e+3  2.08188717e+3
  1.95312500e-3  7.47392544e+3  4.18215580e-4  2.53017587e+3  2.04705146e+3
  2.03959723e-3  7.00394770e+3  4.49539608e-4  2.48630422e+3  2.01029350e+3
  2.12989792e-3  6.55832535e+3  4.82954633e-4  2.44006630e+3  1.97159851e+3
  2.22419655e-3  6.13605223e+3  5.18571601e-4  2.39145087e+3  1.93096525e+3
  2.32267015e-3  5.73615892e+3  5.56504244e-4  2.34046485e+3  1.88840756e+3
  2.42550354e-3  5.35771094e+3  5.96868806e-4  2.28713387e+3  1.84395558e+3
  2.53288976e-3  4.99980697e+3  6.39783724e-4  2.23150407e+3  1.79765698e+3
  2.64503037e-3  4.66157731e+3  6.85369262e-4  2.17364337e+3  1.74957784e+3
  2.76213586e-3  4.34218233e+3  7.33747100e-4  2.11364240e+3  1.69980328e+3
  2.88442607e-3  4.04081101e+3  7.85039880e-4  2.05161509e+3  1.64843772e+3
  3.01213052e-3  3.75667967e+3  8.39370695e-4  1.98769876e+3  1.59560483e+3
  3.14548893e-3  3.48903070e+3  8.96862543e-4  1.92205393e+3  1.54144700e+3
  3.28475162e-3  3.23713142e+3  9.57637723e-4  1.85486335e+3  1.48612439e+3
  3.43018000e-3  3.00027299e+3  1.02181719e-3  1.78633075e+3  1.42981355e+3
  3.58204704e-3  2.77776951e+3  1.08951989e-3  1.71667893e+3  1.37270559e+3
  3.74063782e-3  2.56895707e+3  1.16086198e-3  1.64614767e+3  1.31500401e+3
  3.90625000e-3  2.37319296e+3  1.23595613e-3  1.57498978e+3  1.25692212e+3
  4.07919446e-3  2.18985496e+3  1.31491069e-3  1.50347015e+3  1.19868019e+3
  4.25979583e-3  2.01834070e+3  1.39782887e-3  1.43186008e+3  1.14050237e+3
  4.44839310e-3  1.85806703e+3  1.48480791e-3  1.36043457e+3  1.08261358e+3
  4.64534029e-3  1.70846957e+3  1.57593821e-3  1.28946845e+3  1.02523622e+3
  4.85100708e-3  1.56900223e+3  1.67130248e-3  1.21923222e+3  9.68587040e+2
  5.06577951e-3  1.43913680e+3  1.77097489e-3  1.14998875e+3  9.12874163e+2
  5.29006073e-3  1.31836266e+3  1.87502018e-3  1.08198947e+3  8.58294273e+2
  5.52427173e-3  1.20618645e+3  1.98349288e-3  1.01547109e+3  8.05030163e+2
  5.76885213e-3  1.10213180e+3  2.09643646e-3  9.50652939e+2  7.53248625e+2
  6.02426104e-3  1.00573918e+3  2.21388263e-3  8.87734339e+2  7.03098737e+2
  6.29097786e-3  9.16565627e+2  2.33585058e-3  8.26892616e+2  6.54710587e+2
  6.56950324e-3  8.34184636e+2  2.46234634e-3  7.68281862e+2  6.08194419e+2
  6.86036000e-3  7.58185976e+2  2.59336221e-3  7.12031669e+2  5.63640221e+2
  7.16409409e-3  6.88175557e+2  2.72887624e-3  6.58246868e+2  5.21117711e+2
  7.48127563e-3  6.23775290e+2  2.86885185e-3  6.07007445e+2  4.80676699e+2
  7.81250000e-3  5.64622943e+2  3.01323746e-3  5.58369022e+2  4.42347786e+2
  8.15838893e-3  5.10371996e+2  3.16196628e-3  5.12363772e+2  4.06143350e+2
  8.51959166e-3  4.60691483e+2  3.31495623e-3  4.69001467e+2  3.72058768e+2
  8.89678621e-3  4.15265814e+2  3.47210989e-3  4.28271111e+2  3.40073818e+2
  9.29068059e-3  3.73794584e+2  3.63331465e-3  3.90142536e+2  3.10154226e+2
  9.70201416e-3  3.35992358e+2  3.79844293e-3  3.54568337e+2  2.82253282e+2
  1.01315590e-2  3.01588432e+2  3.96735252e-3  3.21485856e+2  2.56313506e+2
  1.05801215e-2  2.70326567e+2  4.13988704e-3  2.90819212e+2  2.32268315e+2
  1.10485435e-2  2.41964699e+2  4.31587653e-3  2.62481375e+2  2.10043645e+2
  1.15377043e-2  2.16274617e+2  4.49513810e-3  2.36376185e+2  1.89559516e+2
  1.20485221e-2  1.93041620e+2  4.67747677e-3  2.12400327e+2  1.70731513e+2
  1.25819557e-2  1.72064143e+2  4.86268630e-3  1.90445142e+2  1.53472153e+2
  1.31390065e-2  1.53153361e+2  5.05055018e-3  1.70398421e+2  1.37692142e+2
  1.37207200e-2  1.36132770e+2  5.24084265e-3  1.52145987e+2  1.23301502e+2
  1.43281882e-2  1.20837744e+2  5.43332986e-3  1.35573050e+2  1.10210570e+2
  1.49625513e-2  1.07115082e+2  5.62777097e-3  1.20565618e+2  9.83308662e+1
  1.56250000e-2  9.48225292e+1  5.82391940e-3  1.07011507e+2  8.75758388e+1
  1.63167779e-2  8.38282962e+1  6.02152404e-3  9.48013281e+1  7.78614797e+1
  1.70391833e-2  7.40105612e+1  6.22033053e-3  8.38292541e+1  6.91068298e+1
  1.77935724e-2  6.52569719e+1  6.42008249e-3  7.39936821e+1  6.12343749e+1
  1.85813612e-2  5.74641431e+1  6.62052280e-3  6.51977011e+1  5.41703437e+1
  1.94040283e-2  5.05371547e+1  6.82139481e-3  5.73494848e+1  4.78449162e+1
  2.02631180e-2  4.43890544e+1  7.02244355e-3  5.03625067e+1  4.21923546e+1
  2.11602429e-2  3.89403661e+1  7.22341690e-3  4.41557071e+1  3.71510634e+1
  2.20970869e-2  3.41186081e+1  7.42406667e-3  3.86535184e+1  3.26635915e+1
  2.30754085e-2  2.98578226e+1  7.62414970e-3  3.37858533e+1  2.86765822e+1
  2.40970441e-2  2.60981194e+1  7.82342880e-3  2.94879980e+1  2.51406826e+1
  2.51639114e-2  2.27852345e+1  8.02167371e-3  2.57004608e+1  2.20104185e+1
  2.62780130e-2  1.98701061e+1  8.21866188e-3  2.23687764e+1  1.92440418e+1
  2.74414400e-2  1.73084690e+1  8.41417925e-3  1.94432765e+1  1.68033586e+1
  2.86563764e-2  1.50604687e+1  8.60802094e-3  1.68788362e+1  1.46535422e+1
  2.99251025e-2  1.30902945e+1  8.79999176e-3  1.46346026e+1  1.27629363e+1
  3.12500000e-2  1.13658339e+1  8.98990680e-3  1.26737164e+1  1.11028538e+1
  3.26335557e-2  9.85834749e+0  9.17759175e-3  1.09630259e+1  9.64737297e+0
  3.40783666e-2  8.54216455e+0  9.36288325e-3  9.47280638e+0  8.37313614e+0
  3.55871448e-2  7.39439862e+0  9.54562915e-3  8.17648373e+0  7.25915189e+0
  3.71627223e-2  6.39468367e+0  9.72568864e-3  7.05036466e+0  6.28660352e+0
  3.88080566e-2  5.52492950e+0  9.90293232e-3  6.07338487e+0  5.43866506e+0
  4.05262361e-2  4.76909609e+0  1.00772422e-2  5.22685584e+0  4.70032611e+0
  4.23204858e-2  4.11298603e+0  1.02485118e-2  4.49424493e+0  4.05822628e+0
  4.41941738e-2  3.54405427e+0  1.04166457e-2  3.86095615e+0  3.50049971e+0
  4.61508171e-2  3.05123424e+0  1.05815595e-2  3.31413216e+0  3.01662997e+0
  4.81940883e-2  2.62477940e+0  1.07431800e-2  2.84247061e+0  2.59731545e+0
  5.03278229e-2  2.25611941e+0  1.09014441e-2  2.43605568e+0  2.23434494e+0
  5.25560260e-2  1.93772977e+0  1.10562993e-2  2.08620425e+0  1.92048345e+0
  5.48828800e-2  1.66301411e+0  1.12077026e-2  1.78532669e+0  1.64936755e+0
  5.73127527e-2  1.42619813e+0  1.13556209e-2  1.52679999e+0  1.41541015e+0
  5.98502050e-2  1.22223435e+0  1.15000298e-2  1.30485434e+0  1.21371394e+0
  6.25000000e-2  1.04671668e+0  1.16409138e-2  1.11447086e+0  1.03999316e+0
  6.52671114e-2  8.95804097e-1  1.17782655e-2  9.51290394e-1  8.90503060e-1
  6.81567333e-2  7.66152494e-1  1.19120851e-2  8.11532024e-1  7.61976452e-1
  7.11742897e-2  6.54854100e-1  1.20423804e-2  6.91920783e-1  6.51566941e-1
  7.43254447e-2  5.59383622e-1  1.21691657e-2  5.89623658e-1  5.56798151e-1
  7.76161133e-2  4.77550542e-1  1.22924618e-2  5.02192690e-1  4.75518498e-1
  8.10524722e-2  4.07456915e-1  1.24122953e-2  4.27515277e-1  4.05860993e-1
  8.46409717e-2  3.47460125e-1  1.25286983e-2  3.63770091e-1  3.46207601e-1
  8.83883476e-2  2.96140065e-1  1.26417078e-2  3.09388891e-1  2.95157714e-1
  9.23016341e-2  2.52270275e-1  1.27513654e-2  2.63022216e-1  2.51500322e-1
  9.63881766e-2  2.14792604e-1  1.28577166e-2  2.23510302e-1  2.14189506e-1
  1.00655646e-1  1.82795000e-1  1.29608110e-2  1.89857228e-1  1.82322886e-1
  1.05112052e-1  1.55492084e-1  1.30607011e-2  1.61208519e-1  1.55122722e-1
  1.09765760e-1  1.32208163e-1  1.31574425e-2  1.36831661e-1  1.31919353e-1
  1.14625505e-1  1.12362430e-1  1.32510934e-2  1.16099197e-1  1.12136729e-1
  1.19700410e-1  9.54560584e-2  1.33417141e-2  9.84740505e-2  9.52797684e-2
  1.25000000e-1  8.10609828e-2  1.34293670e-2  8.34968454e-2  8.09233564e-2
  1.30534223e-1  6.88101504e-2  1.35141158e-2  7.07749449e-2  6.87027604e-2
  1.36313467e-1  5.83890650e-2  1.35960257e-2  5.99729570e-2  5.83053078e-2
  1.42348579e-1  4.95284595e-2  1.36751629e-2  5.08045862e-2  4.94631639e-2
  1.48650889e-1  4.19979545e-2  1.37515944e-2  4.30255810e-2  4.19470735e-2
  1.55232227e-1  3.56005766e-2  1.38253876e-2  3.64276895e-2  3.55609446e-2
  1.62104944e-1  3.01680251e-2  1.38966103e-2  3.08334419e-2  3.01371676e-2
  1.69281943e-1  2.55565893e-2  1.39653306e-2  2.60916897e-2  2.55325730e-2
  1.76776695e-1  2.16436305e-2  1.40316163e-2  2.20737668e-2  2.16249456e-2
  1.84603268e-1  1.83245538e-2  1.40955350e-2  1.86701847e-2  1.83100221e-2
  1.92776353e-1  1.55102036e-2  1.41571540e-2  1.57878351e-2  1.54989057e-2
  2.01311291e-1  1.31246260e-2  1.42165401e-2  1.33475621e-2  1.31158453e-2
  2.10224104e-1  1.11031478e-2  1.42737593e-2  1.12821119e-2  1.10963256e-2
  2.19531520e-1  9.39072885e-3  1.43288770e-2  9.53435530e-3  9.38542995e-3
  2.29251011e-1  7.94054992e-3  1.43819577e-2  8.05578655e-3  7.93643540e-3
  2.39400820e-1  6.71280324e-3  1.44330649e-2  6.80524110e-3  6.70960928e-3
  2.50000000e-1  5.67365770e-3  1.44822611e-2  5.74779028e-3  5.67117902e-3
  2.61068446e-1  4.79437394e-3  1.45296077e-2  4.85381566e-3  4.79245085e-3
  2.72626933e-1  4.05054804e-3  1.45751649e-2  4.09820150e-3  4.04905639e-3
  2.84697159e-1  3.42146581e-3  1.46189917e-2  3.45966296e-3  3.42030908e-3
  2.97301779e-1  2.88955160e-3  1.46611460e-2  2.92016457e-3  2.88865480e-3
  3.10464453e-1  2.43989823e-3  1.47016842e-2  2.46442987e-3  2.43920310e-3
  3.24209889e-1  2.05986633e-3  1.47406615e-2  2.07952266e-3  2.05932765e-3
  3.38563887e-1  1.73874295e-3  1.47781318e-2  1.75449133e-3  1.73832558e-3
  3.53553391e-1  1.46745090e-3  1.48141476e-2  1.48006728e-3  1.46712759e-3
  3.69206536e-1  1.23830138e-3  1.48487599e-2  1.24840788e-3  1.23805098e-3
  3.85552706e-1  1.04478360e-3  1.48820186e-2  1.05287914e-3  1.04458970e-3
  4.02622583e-1  8.81385847e-4  1.49139721e-2  8.87870261e-4  8.81235727e-4
  4.20448208e-1  7.43443497e-4  1.49446674e-2  7.48637287e-4  7.43327290e-4
  4.39063040e-1  6.27009855e-4  1.49741503e-2  6.31169787e-4  6.26919915e-4
  4.58502022e-1  5.28746519e-4  1.50024650e-2  5.32078379e-4  5.28676919e-4
  4.78801640e-1  4.45830309e-4  1.50296547e-2  4.48498907e-4  4.45776458e-4
  5.00000000e-1  3.75874316e-4  1.50557609e-2  3.78011708e-4  3.75832656e-4
  5.22136891e-1  3.16860936e-4  1.50808241e-2  3.18572876e-4  3.16828710e-4
  5.45253866e-1  2.67085097e-4  1.51048834e-2  2.68456301e-4  2.67060174e-4
  5.69394317e-1  2.25106150e-4  1.51279767e-2  2.26204465e-4  2.25086876e-4
  5.94603558e-1  1.89707100e-4  1.51501405e-2  1.90586867e-4  1.89692197e-4
  6.20928906e-1  1.59860082e-4  1.51714104e-2  1.60564812e-4  1.59848559e-4
  6.48419777e-1  1.34697126e-4  1.51918206e-2  1.35261675e-4  1.34688218e-4
  6.77127773e-1  1.13485414e-4  1.52114040e-2  1.13937689e-4  1.13478529e-4
  7.07106781e-1  9.56063401e-5  1.52301927e-2  9.59686864e-5  9.56010187e-5
  7.38413073e-1  8.05377906e-5  1.52482174e-2  8.08281054e-5  8.05336782e-5
  7.71105413e-1  6.78391644e-5  1.52655080e-2  6.80717832e-5  6.78359865e-5
  8.05245166e-1  5.71387006e-5  1.52820931e-2  5.73250980e-5  5.71362452e-5
  8.40896415e-1  4.81227681e-5  1.52980003e-2  4.82721451e-5  4.81208709e-5
  8.78126080e-1  4.05268116e-5  1.53132565e-2  4.06465268e-5  4.05253459e-5
  9.17004043e-1  3.41277022e-5  1.53278872e-2  3.42236531e-5  3.41265700e-5
  9.57603281e-1  2.87372735e-5  1.53419173e-2  2.88141834e-5  2.87363990e-5
  1.00000000e+0  2.41968628e-5  1.53553707e-2  2.42585149e-5  2.41961873e-5
  1.04427378e+0  2.03726999e-5  1.53682702e-2  2.04221248e-5  2.03721783e-5
  1.09050773e+0  1.71520146e-5  1.53806381e-2  1.71916411e-5  1.71516118e-5
  1.13878863e+0  1.44397498e-5  1.53924956e-2  1.44715225e-5  1.44394387e-5
  1.18920712e+0  1.21557874e-5  1.54038633e-2  1.21812653e-5  1.21555471e-5
  1.24185781e+0  1.02326071e-5  1.54147609e-2  1.02530390e-5  1.02324216e-5
  1.29683955e+0  8.61331087e-6  1.54252072e-2  8.62969768e-6  8.61316766e-6
  1.35425555e+0  7.24995608e-6  1.54352206e-2  7.26309962e-6  7.24984551e-6
  1.41421356e+0  6.10214937e-6  1.54448186e-2  6.11269260e-6  6.10206401e-6
  1.47682615e+0  5.13586077e-6  1.54540181e-2  5.14431883e-6  5.13579488e-6
  1.54221083e+0  4.32242347e-6  1.54628353e-2  4.32920915e-6  4.32237260e-6
